number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_bc,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
246,0.04887143522500992,2026-05-21 12:10:50.081133,2026-05-21 12:10:50.834298,0 days 00:00:00.753165,128,228.7952833867413,12.152549717538905,0.3878526718934314,0.003504662225593165,8,0.6152648867023939,3000,PRUNED
247,0.06596285849809647,2026-05-21 12:10:50.843746,2026-05-21 12:10:51.587295,0 days 00:00:00.743549,112,110.08098038663181,13.65873034216927,0.5133640975844476,0.004124694818554198,9,0.8723341735386358,4000,PRUNED
248,0.04724818468093872,2026-05-21 12:10:51.595348,2026-05-21 12:10:52.172392,0 days 00:00:00.577044,112,13.171496893534533,50.29223677246131,8.294506449562272,0.002347037843237636,6,0.7140189857896294,3000,PRUNED
249,0.03412012755870819,2026-05-21 12:10:52.181310,2026-05-21 12:10:52.861276,0 days 00:00:00.679966,128,10.753684655244697,108.45807111693388,13.34989829511526,0.0030418515892008838,7,0.6879929021417934,1000,PRUNED
250,0.03663254901766777,2026-05-21 12:10:52.869593,2026-05-21 12:10:53.641108,0 days 00:00:00.771515,112,17.93961951582844,115.22249708901163,83.67720602839796,0.00012131694389478507,9,0.6540924709128981,3000,PRUNED
251,0.047794096171855927,2026-05-21 12:10:53.651921,2026-05-21 12:10:54.380297,0 days 00:00:00.728376,128,148.04693235988063,20.625487088956,10.34755454679245,0.002798939528281446,8,0.7687083717565819,5000,PRUNED
252,0.047778982669115067,2026-05-21 12:10:54.389458,2026-05-21 12:10:54.903770,0 days 00:00:00.514312,112,991.9467862654626,41.528690179801906,30.203644817705587,0.00013758335979982664,5,0.6341237645876051,1000,PRUNED
253,0.04227157309651375,2026-05-21 12:10:54.912944,2026-05-21 12:10:55.507170,0 days 00:00:00.594226,48,15.79254212006768,11.728236408586824,5.417144277375301,0.00010164431726957417,10,0.8532854060859361,3000,PRUNED
254,0.03517140448093414,2026-05-21 12:10:55.514165,2026-05-21 12:10:56.079622,0 days 00:00:00.565457,80,12.034652644227219,96.84178055482279,50.69700480662084,0.00031202719858326137,7,0.8128846095480621,4000,PRUNED
255,0.03892332315444946,2026-05-21 12:10:56.086505,2026-05-21 12:10:56.701493,0 days 00:00:00.614988,64,14.065576499785747,17.54540289948635,0.2296077901498587,0.00014806141588895552,9,0.42607857465176313,3000,PRUNED
256,0.035669635981321335,2026-05-21 12:10:56.708394,2026-05-21 12:10:57.442224,0 days 00:00:00.733830,128,11.480495409346558,15.365031451937678,1.067308548129561,0.0021159343374288746,8,0.7500883040031446,1000,PRUNED
257,0.07268805056810379,2026-05-21 12:10:57.449314,2026-05-21 12:10:58.212091,0 days 00:00:00.762777,112,12.6333839929344,510.761479905106,19.864352836332536,0.003351526011178228,9,0.7955451233649515,2000,PRUNED
258,0.05979093909263611,2026-05-21 12:10:58.219398,2026-05-21 12:10:58.583679,0 days 00:00:00.364281,32,35.142580735398845,385.4106515040238,0.2871057115543792,0.0024667060673131632,5,0.8814946490641832,3000,PRUNED
259,0.038077328354120255,2026-05-21 12:10:58.590115,2026-05-21 12:10:58.904440,0 days 00:00:00.314325,96,195.27892250741058,63.214637841596954,8.901208488369008,0.002943826256646083,2,0.7202767037635044,4000,PRUNED
260,0.03684592247009277,2026-05-21 12:10:58.912015,2026-05-21 12:10:59.312927,0 days 00:00:00.400912,128,19.986182071233628,180.57190014130455,2.6115906527203903,0.00018042449671504395,3,0.671608277352492,3000,PRUNED
261,0.04297017306089401,2026-05-21 12:10:59.320732,2026-05-21 12:10:59.952684,0 days 00:00:00.631952,112,23.857817163874067,30.003629860907186,7.3339824781078224,0.0036756893104681024,7,0.37776027012333835,1000,PRUNED
262,0.058734118938446045,2026-05-21 12:10:59.959782,2026-05-21 12:11:00.718919,0 days 00:00:00.759137,112,15.298911368616713,138.35559363074145,3.2707267740494395,0.0010227110421782096,9,0.6985222338180263,5000,PRUNED
263,0.047229014337062836,2026-05-21 12:11:00.726165,2026-05-21 12:11:01.455685,0 days 00:00:00.729520,128,10.058763248896527,33.82297511290098,12.128931482247244,0.0026517638783605645,8,0.8324704518376,3000,PRUNED
264,4.477369657251984e-06,2026-05-21 12:11:01.462482,2026-05-21 12:11:39.976298,0 days 00:00:38.513816,112,10.967951440590255,45.26822612849371,68.16900913391781,0.0032047432369594875,9,0.3084998199700687,1000,COMPLETE
265,0.04793432727456093,2026-05-21 12:11:39.991207,2026-05-21 12:11:40.807547,0 days 00:00:00.816340,112,53.055597906906726,45.136048826646544,59.94669432516009,0.003223435619390326,10,0.6061033538496159,2000,PRUNED
266,0.03885338082909584,2026-05-21 12:11:40.815176,2026-05-21 12:11:41.436164,0 days 00:00:00.620988,112,11.10773381631902,39.25749680941355,4.5503089011649775,0.0028850897121566114,7,0.7357627448854396,1000,PRUNED
267,2.9311242997209774e-06,2026-05-21 12:11:41.444992,2026-05-21 12:12:18.684190,0 days 00:00:37.239198,112,13.079078377812,53.614230659689035,66.23718478860293,0.004051671531956411,9,0.3057629706800573,3000,COMPLETE
268,1.8575082094685058e-06,2026-05-21 12:12:18.698141,2026-05-21 12:12:58.335262,0 days 00:00:39.637121,112,13.604869807065874,56.62196622169912,52.43975745029413,0.004009996271406973,9,0.308369844190366,3000,COMPLETE
269,0.045054659247398376,2026-05-21 12:12:58.350793,2026-05-21 12:12:59.110302,0 days 00:00:00.759509,112,13.499876774961882,55.26665084278423,70.03426730164195,0.004834934998621262,9,0.32033874368355886,3000,PRUNED
270,1.3079992413622676e-06,2026-05-21 12:12:59.117562,2026-05-21 12:13:45.888632,0 days 00:00:46.771070,112,12.57663005592867,51.3819540620736,40.4403706652445,0.0036958895171623307,9,0.3118246327563615,3000,COMPLETE
271,0.03738495707511902,2026-05-21 12:13:45.907484,2026-05-21 12:13:46.671429,0 days 00:00:00.763945,112,12.25032261198197,52.93354398419114,46.08801244347673,0.004459198035521999,9,0.3010565966935893,3000,PRUNED
272,0.04790271446108818,2026-05-21 12:13:46.680947,2026-05-21 12:13:47.441372,0 days 00:00:00.760425,112,13.699444960963499,61.378592073237,59.523896187782164,0.00399270721003373,9,0.31843893020877934,3000,PRUNED
273,4.959320449415827e-06,2026-05-21 12:13:47.449778,2026-05-21 12:14:26.138455,0 days 00:00:38.688677,112,12.19323689558748,48.009559460335176,41.39083382508051,0.0040053375418544505,9,0.3142517618033881,3000,COMPLETE
274,3.3397163861081935e-06,2026-05-21 12:14:26.152282,2026-05-21 12:15:10.898519,0 days 00:00:44.746237,112,11.629358717948836,50.47427546003688,42.789292360426224,0.0043456266137806634,9,0.3109230972940541,3000,COMPLETE
275,0.034287549555301666,2026-05-21 12:15:10.914603,2026-05-21 12:15:11.673646,0 days 00:00:00.759043,112,11.853270147450056,46.76420101362567,41.98523973443691,0.003955542449474215,9,0.3112553995383212,3000,PRUNED
276,0.03293047845363617,2026-05-21 12:15:11.682870,2026-05-21 12:15:12.424872,0 days 00:00:00.742002,112,12.75422370062766,51.80937166729164,41.57663991827725,0.0037179520611672775,9,0.3099658547334229,3000,PRUNED
277,0.03996993973851204,2026-05-21 12:15:12.432559,2026-05-21 12:15:13.186752,0 days 00:00:00.754193,112,10.878814685176257,52.42990668269913,52.5776620037082,0.003913598390868414,9,0.33205936115723533,3000,PRUNED
278,0.04394752159714699,2026-05-21 12:15:13.194305,2026-05-21 12:15:14.586548,0 days 00:00:01.392243,112,14.386646301398708,59.48250331151128,48.630426785464344,0.00464488270900832,9,0.3270889986164569,3000,PRUNED
279,0.03952304273843765,2026-05-21 12:15:14.592925,2026-05-21 12:15:15.356028,0 days 00:00:00.763103,112,11.525871922153227,57.11394087122962,78.90198645509756,0.0042551727816987645,9,0.34244719198556556,3000,PRUNED
280,0.0417572446167469,2026-05-21 12:15:15.362779,2026-05-21 12:15:16.088487,0 days 00:00:00.725708,112,12.955713905349695,49.36037561814972,38.391469348879866,0.004498428774136095,9,0.3086970198867022,3000,PRUNED
281,0.03229958191514015,2026-05-21 12:15:16.095008,2026-05-21 12:15:16.819194,0 days 00:00:00.724186,112,10.798096150916939,45.458875408078875,33.62232513925198,0.003490525507152031,9,0.3200270896216228,3000,PRUNED
282,0.03208271786570549,2026-05-21 12:15:16.827448,2026-05-21 12:15:17.563748,0 days 00:00:00.736300,112,12.346773124992842,48.015722319100206,47.01418064456763,0.004072823966567712,9,0.3005814862894344,3000,PRUNED
283,0.031600598245859146,2026-05-21 12:15:17.572032,2026-05-21 12:15:18.304737,0 days 00:00:00.732705,112,14.926000485408677,63.53259729004527,66.58702280627912,0.0036762859538360363,9,0.3289513117005163,3000,PRUNED
284,0.04729432612657547,2026-05-21 12:15:18.311621,2026-05-21 12:15:19.032014,0 days 00:00:00.720393,112,13.584541932288301,42.811180021857005,35.03523629427239,0.003602009784459954,9,0.3153421092711511,3000,PRUNED
285,0.03766586259007454,2026-05-21 12:15:19.039047,2026-05-21 12:15:19.765889,0 days 00:00:00.726842,112,11.606252323056236,52.5953392973358,42.86053260515218,0.0032325598750131976,9,0.33458199032605895,3000,PRUNED
286,7.6071069088357035e-06,2026-05-21 12:15:19.772890,2026-05-21 12:15:59.370246,0 days 00:00:39.597356,112,10.130702009788779,49.20715220507847,63.313430483810855,0.0043104700140980945,9,0.30915898600754543,3000,COMPLETE
287,0.15721789002418518,2026-05-21 12:15:59.384781,2026-05-21 12:16:00.149838,0 days 00:00:00.765057,112,10.001959548978652,48.52368635022201,65.62392895804442,0.005720974681184112,9,0.31308992224816934,3000,PRUNED
288,6.448155090765795e-06,2026-05-21 12:16:00.156992,2026-05-21 12:16:43.620168,0 days 00:00:43.463176,112,16.395343902352284,56.52882025969304,57.38823457656712,0.005233031868291003,9,0.352408857642089,3000,COMPLETE
289,0.03517894446849823,2026-05-21 12:16:43.632945,2026-05-21 12:16:44.395106,0 days 00:00:00.762161,112,16.036602695607215,57.32896906943125,60.3014651523932,0.004760230614900107,9,0.34375744558570875,3000,PRUNED
290,1.4110465826888685e-06,2026-05-21 12:16:44.404412,2026-05-21 12:17:29.295714,0 days 00:00:44.891302,112,12.972672158860018,56.64584093402124,52.186552581275336,0.0039437096026847165,9,0.30066534264270917,3000,COMPLETE
291,0.045675527304410934,2026-05-21 12:17:29.312845,2026-05-21 12:17:30.103746,0 days 00:00:00.790901,112,14.396827840510518,72.8630030242575,53.85693262491781,0.005126111219394354,9,0.35403370363438263,3000,PRUNED
292,2.6594766495691147e-06,2026-05-21 12:17:30.110089,2026-05-21 12:18:12.243080,0 days 00:00:42.132991,112,12.931392393882842,59.96074042101642,78.28079955965268,0.004271909075248717,9,0.30161853339320316,3000,COMPLETE
293,0.0349113866686821,2026-05-21 12:18:12.264944,2026-05-21 12:18:13.010922,0 days 00:00:00.745978,112,13.234143770416724,68.98074418181288,78.7536915492242,0.004265560346488022,9,0.3004576907977649,3000,PRUNED
294,0.034634921699762344,2026-05-21 12:18:13.017947,2026-05-21 12:18:13.767277,0 days 00:00:00.749330,112,12.580877264934932,65.65994898939641,54.032154211337996,0.004561548693460404,9,0.3232552027972138,3000,PRUNED
295,0.04761166125535965,2026-05-21 12:18:13.774269,2026-05-21 12:18:14.515977,0 days 00:00:00.741708,112,12.056279386644949,59.871418256894444,72.59738542833213,0.005065659568790832,9,0.31359763848498057,3000,PRUNED
296,0.030169852077960968,2026-05-21 12:18:14.523002,2026-05-21 12:18:15.263840,0 days 00:00:00.740838,112,13.976844183706529,55.00355134103573,65.27763629039676,0.004192333357844007,9,0.30563293607779907,3000,PRUNED
297,1.8809100765793119e-06,2026-05-21 12:18:15.270706,2026-05-21 12:18:54.865448,0 days 00:00:39.594742,112,11.067928173123699,52.30984841076467,92.85578300958348,0.003882946041757524,9,0.3298032230624631,3000,COMPLETE
298,0.038360510021448135,2026-05-21 12:18:54.885039,2026-05-21 12:18:55.648044,0 days 00:00:00.763005,112,10.877073057497762,50.8769869744265,82.39330513211556,0.003916979330812022,9,0.3164854411257702,3000,PRUNED
299,0.03525589406490326,2026-05-21 12:18:55.657810,2026-05-21 12:18:56.424156,0 days 00:00:00.766346,112,11.57271576546394,55.233049855205245,96.9345194251861,0.0043331379618058085,9,0.3298148830742335,3000,PRUNED
300,0.03290693461894989,2026-05-21 12:18:56.434045,2026-05-21 12:18:57.195872,0 days 00:00:00.761827,112,10.758932420405719,44.41742401029135,73.88264437649228,0.0038041191417981374,9,0.32729374777618836,3000,PRUNED
301,0.044712189584970474,2026-05-21 12:18:57.203986,2026-05-21 12:18:57.960373,0 days 00:00:00.756387,112,12.58867391538628,48.14504078546745,87.64736939114414,0.005309010323906931,9,0.30087677186968576,3000,PRUNED
302,0.05396820977330208,2026-05-21 12:18:57.967192,2026-05-21 12:18:58.728259,0 days 00:00:00.761067,112,11.65839883405892,63.88376963662127,55.98657578856368,0.004778695315526678,9,0.35459550364669495,3000,PRUNED
303,8.324836926476564e-06,2026-05-21 12:18:58.734973,2026-05-21 12:19:38.078584,0 days 00:00:39.343611,112,10.003212365204705,58.16273151490012,50.43814766088993,0.0035645251543478065,9,0.3153146314077151,3000,COMPLETE
304,0.04065485671162605,2026-05-21 12:19:38.093280,2026-05-21 12:19:38.858458,0 days 00:00:00.765178,112,42.701940784745254,45.87254731858411,45.22363691827692,0.004172708505277369,9,0.33715328879828343,3000,PRUNED
305,5.6969747674884275e-06,2026-05-21 12:19:38.865345,2026-05-21 12:20:20.720892,0 days 00:00:41.855547,112,13.339817210687695,49.98953076968006,59.530690654429435,0.0034229629605088616,9,0.32331583578341344,3000,COMPLETE
306,0.03121192753314972,2026-05-21 12:20:20.737604,2026-05-21 12:20:21.500982,0 days 00:00:00.763378,112,14.772837690170242,57.07024715329954,37.99470680235279,0.003313109143665548,9,0.3345493455652341,3000,PRUNED
307,0.03248131647706032,2026-05-21 12:20:21.508319,2026-05-21 12:20:22.273406,0 days 00:00:00.765087,112,13.680062307020235,52.60563425767661,46.10760792839799,0.003321805226438974,9,0.3207346675062602,3000,PRUNED
308,0.036807987838983536,2026-05-21 12:20:22.281169,2026-05-21 12:20:23.047926,0 days 00:00:00.766757,112,12.923149188258783,51.34266773374938,56.67356477977056,0.003087774747871832,9,0.3240041563192068,3000,PRUNED
309,0.032999202609062195,2026-05-21 12:20:23.055982,2026-05-21 12:20:23.774566,0 days 00:00:00.718584,96,15.19114118096463,42.06844499674664,97.80186381495207,0.0038184387671725177,9,0.3078652544499723,3000,PRUNED
310,0.030628027394413948,2026-05-21 12:20:23.781658,2026-05-21 12:20:24.546418,0 days 00:00:00.764760,112,13.33776704746027,65.68120196338982,74.83020971933112,0.0034593556191251395,9,0.3251627830463989,3000,PRUNED
311,0.02972993813455105,2026-05-21 12:20:24.553450,2026-05-21 12:20:25.316997,0 days 00:00:00.763547,112,16.441844664101783,59.81809615773247,40.258581465037686,0.0030612474724171206,9,0.3561939951483562,3000,PRUNED
312,0.041217584162950516,2026-05-21 12:20:25.324349,2026-05-21 12:20:26.036818,0 days 00:00:00.712469,96,11.863783216574694,42.65912043091493,26.796921563111496,0.0038206978271472744,9,0.30060506527378056,3000,PRUNED
313,0.038402263075113297,2026-05-21 12:20:26.045491,2026-05-21 12:20:26.803901,0 days 00:00:00.758410,112,14.263380912576013,53.00495629180623,31.033539856236064,0.002828842070971216,9,0.3124816639231624,3000,PRUNED
314,0.038711562752723694,2026-05-21 12:20:26.810950,2026-05-21 12:20:27.570392,0 days 00:00:00.759442,112,12.647963427164306,47.068195112612486,35.144305052543864,0.0033936746774669646,9,0.3422649647879495,3000,PRUNED
315,0.02961089462041855,2026-05-21 12:20:27.577667,2026-05-21 12:20:28.919574,0 days 00:00:01.341907,112,11.645883704974612,56.13446922689688,69.55166711578161,0.003064129181052152,8,0.3202912241724914,3000,PRUNED
316,0.03513139858841896,2026-05-21 12:20:28.925980,2026-05-21 12:20:29.617829,0 days 00:00:00.691849,112,15.410925574004434,39.580437101969096,56.83410906208405,0.0026399314483323824,8,0.33321548981316723,3000,PRUNED
317,0.03712489828467369,2026-05-21 12:20:29.625798,2026-05-21 12:20:30.384280,0 days 00:00:00.758482,112,13.56929958381026,49.37698810351986,50.25872339442091,0.003987817532376959,9,0.3038386438770595,3000,PRUNED
318,0.02863737754523754,2026-05-21 12:20:30.391902,2026-05-21 12:20:31.860543,0 days 00:00:01.468641,112,11.116106887558644,44.056779643267504,42.28777167602398,0.0023782916784684375,9,0.30032936389425763,3000,PRUNED
319,0.03843069076538086,2026-05-21 12:20:31.867584,2026-05-21 12:20:32.580854,0 days 00:00:00.713270,96,12.362822377453593,60.27837999267733,30.218754971630847,0.004658731292601485,9,0.3177383086043127,3000,PRUNED
320,0.031997162848711014,2026-05-21 12:20:32.588496,2026-05-21 12:20:33.359114,0 days 00:00:00.770618,112,14.461783497997798,68.58884529164504,86.41709428676668,0.0034194086570560425,9,0.3133608205168149,3000,PRUNED
321,0.038587093353271484,2026-05-21 12:20:33.366096,2026-05-21 12:20:34.065408,0 days 00:00:00.699312,112,16.987067776175184,52.295363442888075,35.736780147024085,0.003709184552904711,8,0.329205022318784,3000,PRUNED
322,0.04167551174759865,2026-05-21 12:20:34.072919,2026-05-21 12:20:34.836581,0 days 00:00:00.763662,112,12.806982579301156,47.18429478376491,63.03679942500987,0.0027978982829183125,9,0.3662250205684147,3000,PRUNED
323,1.2257570460860734e-06,2026-05-21 12:20:34.844524,2026-05-21 12:21:32.339077,0 days 00:00:57.494553,112,11.034505425443983,54.34638122867989,44.0902555071218,0.0031269331651170057,9,0.6257704652960424,3000,COMPLETE
324,0.037465307861566544,2026-05-21 12:21:32.356824,2026-05-21 12:21:33.026325,0 days 00:00:00.669501,112,10.911994110073026,55.93649220818128,49.14456164282324,0.005434984778608768,8,0.6184468700824304,3000,PRUNED
325,1.8003777313424507e-06,2026-05-21 12:21:33.033780,2026-05-21 12:22:19.306060,0 days 00:00:46.272280,112,11.281878393063616,78.58553045241355,41.147113691087185,0.00323536873189424,9,0.6335773065165846,3000,COMPLETE
326,0.03144143521785736,2026-05-21 12:22:19.317756,2026-05-21 12:22:20.787170,0 days 00:00:01.469414,112,10.829788371886407,72.29139379075224,39.389590612463344,0.0032247715767433857,9,0.6364690640903485,3000,PRUNED
327,0.03836747631430626,2026-05-21 12:22:20.794140,2026-05-21 12:22:21.514564,0 days 00:00:00.720424,96,11.644539778593696,77.85789874675368,45.4111869833275,0.0035799707080008568,9,0.6199598427250497,3000,PRUNED
328,2.0360698727017734e-06,2026-05-21 12:22:21.523412,2026-05-21 12:23:09.608999,0 days 00:00:48.085587,112,10.01044851954062,64.45484534617151,32.66533894226336,0.003040523833419359,9,0.6325327672483404,3000,COMPLETE
329,0.04612908512353897,2026-05-21 12:23:09.624986,2026-05-21 12:23:10.329596,0 days 00:00:00.704610,112,10.680453175547244,87.4087233955194,32.91266734511785,0.0031491014575365465,8,0.6284857244532823,3000,PRUNED
330,0.023552967235445976,2026-05-21 12:23:10.336544,2026-05-21 12:23:11.803285,0 days 00:00:01.466741,112,10.020325729572473,67.05120371150845,35.91624755341831,0.003946784328570329,9,0.6473115762890603,3000,PRUNED
331,0.04854954406619072,2026-05-21 12:23:11.810005,2026-05-21 12:23:12.573826,0 days 00:00:00.763821,112,11.523199036261683,63.07468384367766,28.377177311721333,0.0035601510169050456,9,0.5982262812430992,3000,PRUNED
332,0.03898091986775398,2026-05-21 12:23:12.581784,2026-05-21 12:23:13.282777,0 days 00:00:00.700993,112,74.44418453857821,60.71498897424952,39.70424293285687,0.003070060021506005,8,0.6317572429031166,3000,PRUNED
333,0.05770845338702202,2026-05-21 12:23:13.290019,2026-05-21 12:23:14.045843,0 days 00:00:00.755824,112,10.959270270411276,82.32898431036082,44.54725866688197,0.00256957309208702,9,0.6517980698104416,3000,PRUNED
334,0.05695582926273346,2026-05-21 12:23:14.053894,2026-05-21 12:23:14.746789,0 days 00:00:00.692895,96,12.073455877744273,50.962371582322476,24.417107387921085,0.004303769530215435,9,0.6249146548899699,3000,PRUNED
335,0.049412935972213745,2026-05-21 12:23:14.755642,2026-05-21 12:23:15.518462,0 days 00:00:00.762820,112,10.672976359790269,71.23844072158272,31.031385702671663,0.0033306569958103573,9,0.6069436558158294,3000,PRUNED
336,0.031844038516283035,2026-05-21 12:23:15.527196,2026-05-21 12:23:16.256707,0 days 00:00:00.729511,112,11.935180995850942,54.51789342328234,36.45383712881245,0.0029447924588498786,9,0.6375444934890703,3000,PRUNED
337,0.03277265280485153,2026-05-21 12:23:16.265960,2026-05-21 12:23:16.959238,0 days 00:00:00.693278,112,10.135599429740308,62.99300231016841,50.976179254529114,0.002243418811782032,8,0.6428577146073253,3000,PRUNED
338,2.484481456122012e-06,2026-05-21 12:23:16.969386,2026-05-21 12:24:00.506672,0 days 00:00:43.537286,112,12.812371135987217,46.917377875940424,44.96098690309924,0.003711556747505729,9,0.6177206751238046,3000,COMPLETE
339,0.03362234681844711,2026-05-21 12:24:00.520958,2026-05-21 12:24:01.240417,0 days 00:00:00.719459,112,11.436298012289425,44.10273817843956,42.00056300854004,0.0038372173908421277,8,0.6057039593296304,3000,PRUNED
340,0.05133385583758354,2026-05-21 12:24:01.248783,2026-05-21 12:24:02.009284,0 days 00:00:00.760501,112,12.278389271491648,76.20042834790324,27.01385887065909,0.0042032661928111635,9,0.5905525892666944,3000,PRUNED
341,0.03007844090461731,2026-05-21 12:24:02.017625,2026-05-21 12:24:02.733909,0 days 00:00:00.716284,96,10.040093032086016,13.057976601372411,33.681755141976694,0.0027353597776991053,9,0.6204906479265239,3000,PRUNED
342,0.02329379878938198,2026-05-21 12:24:02.743102,2026-05-21 12:24:04.213145,0 days 00:00:01.470043,112,11.166179648843048,46.939722797485736,44.70052614399778,0.002486729737490129,9,0.6619394441271096,3000,PRUNED
343,0.05176673084497452,2026-05-21 12:24:04.222527,2026-05-21 12:24:04.994850,0 days 00:00:00.772323,112,13.017375868992707,57.8415630830818,39.861878441839536,0.0037403456658639733,9,0.6159925514629185,3000,PRUNED
344,0.032864395529031754,2026-05-21 12:24:05.003228,2026-05-21 12:24:05.767869,0 days 00:00:00.764641,112,12.405266215230652,14.316645960715926,49.176817751827805,0.0020486002561466952,9,0.5008235362954784,3000,PRUNED
345,0.04692281782627106,2026-05-21 12:24:05.775254,2026-05-21 12:24:06.470176,0 days 00:00:00.694922,112,11.030690036396132,51.77775801896652,22.393216926433738,0.004546957546802871,8,0.6265499512970658,3000,PRUNED
346,0.03163167089223862,2026-05-21 12:24:06.477587,2026-05-21 12:24:07.247392,0 days 00:00:00.769805,112,13.917868766464718,64.62529471932287,32.48407470827957,0.003026739495914583,9,0.642094800581185,3000,PRUNED
347,0.04506738856434822,2026-05-21 12:24:07.254519,2026-05-21 12:24:07.959221,0 days 00:00:00.704702,112,12.035876615502342,40.23471528200559,38.05857694394589,0.0040588587785766825,8,0.655465392967261,3000,PRUNED
348,0.03815142810344696,2026-05-21 12:24:07.966596,2026-05-21 12:24:08.726125,0 days 00:00:00.759529,112,10.018337605221106,45.02071433308026,70.00357937791246,0.003284473923586103,9,0.6305455637194797,3000,PRUNED
349,0.029247187077999115,2026-05-21 12:24:08.734323,2026-05-21 12:24:09.491671,0 days 00:00:00.757348,112,12.778164504236052,60.32046523115613,80.43612667761857,0.002808356083172964,9,0.6129436241953782,3000,PRUNED
350,0.038897011429071426,2026-05-21 12:24:09.499815,2026-05-21 12:24:10.219063,0 days 00:00:00.719248,96,14.499981351848994,54.35337246583023,28.41418683199905,0.00362821646655358,9,0.31001600597872675,3000,PRUNED
351,0.030392760410904884,2026-05-21 12:24:10.227101,2026-05-21 12:24:10.981179,0 days 00:00:00.754078,112,11.272764097018543,49.05811147851981,51.967003743760976,0.002390375608805705,9,0.6449801962192963,3000,PRUNED
352,0.048885878175497055,2026-05-21 12:24:10.988426,2026-05-21 12:24:11.755763,0 days 00:00:00.767337,112,13.246390461039601,124.5640407410195,43.03087748182044,0.0031119030255648762,9,0.30264827986378295,3000,PRUNED
353,2.7904645776288817e-06,2026-05-21 12:24:11.763211,2026-05-21 12:24:47.311935,0 days 00:00:35.548724,96,11.71478031872683,12.959746965469273,35.99131420509845,0.004068405137164411,9,0.599172957915333,3000,COMPLETE
354,0.04128783196210861,2026-05-21 12:24:47.327801,2026-05-21 12:24:48.104434,0 days 00:00:00.776633,112,10.928491849303969,13.057483656404411,35.07387814600497,0.004472809095079235,9,0.6200494273391431,3000,PRUNED
355,0.035303667187690735,2026-05-21 12:24:48.112345,2026-05-21 12:24:48.874889,0 days 00:00:00.762544,112,11.613184377712452,14.96168120443549,24.60414084313131,0.004085070012455647,9,0.5841091788728644,3000,PRUNED
356,0.03422151878476143,2026-05-21 12:24:48.882433,2026-05-21 12:24:49.641744,0 days 00:00:00.759311,112,10.792596818270423,12.036559327451274,15.276953984640835,0.004635666017564914,9,0.6032177909737357,3000,PRUNED
357,5.131959369464312e-06,2026-05-21 12:24:49.651229,2026-05-21 12:25:28.898757,0 days 00:00:39.247528,96,12.165785942415281,12.911843679790094,31.045278039327336,0.0037314416639462568,9,0.561261754970408,3000,COMPLETE
358,0.030008766800165176,2026-05-21 12:25:28.913335,2026-05-21 12:25:29.623181,0 days 00:00:00.709846,96,12.277168187408737,13.135827173612173,29.434901752893346,0.00375141353621922,9,0.5591527707255736,3000,PRUNED
359,0.0354267954826355,2026-05-21 12:25:29.629661,2026-05-21 12:25:30.311305,0 days 00:00:00.681644,96,10.826811094505496,14.79657839348226,32.067624680932,0.003996232580360641,9,0.5817625684569271,3000,PRUNED
360,0.025415999814867973,2026-05-21 12:25:30.318094,2026-05-21 12:25:31.627484,0 days 00:00:01.309390,96,10.02865642858356,13.757202718043182,26.19886120978538,0.0035499013951777333,9,0.5888788838501673,3000,PRUNED
361,0.0033796955831348896,2026-05-21 12:25:31.634803,2026-05-21 12:25:34.818273,0 days 00:00:03.183470,96,11.929417618925138,11.723391870450317,37.671207495218006,0.004365112364132612,9,0.5989700604441228,3000,PRUNED
362,0.03489750251173973,2026-05-21 12:25:34.824944,2026-05-21 12:25:35.536424,0 days 00:00:00.711480,96,13.108586728298718,15.492500021065746,21.18754855411755,0.003398434042209393,9,0.6096526354971462,3000,PRUNED
363,0.040520910173654556,2026-05-21 12:25:35.543140,2026-05-21 12:25:36.229048,0 days 00:00:00.685908,96,10.018952476838116,16.69007358919507,49.26849202955,0.0038410483172009622,9,0.5691338318753457,3000,PRUNED
364,0.03620919585227966,2026-05-21 12:25:36.235980,2026-05-21 12:25:36.980989,0 days 00:00:00.745009,112,11.753834583992862,13.013642909470066,42.24943618845761,0.004920703907079943,9,0.46424160317042995,3000,PRUNED
365,0.013469531200826168,2026-05-21 12:25:36.988762,2026-05-21 12:25:38.956891,0 days 00:00:01.968129,96,13.776661045027012,11.652407102515632,32.85244470969937,0.0032377904722493277,9,0.577203071542318,3000,PRUNED
366,0.03685809671878815,2026-05-21 12:25:38.965728,2026-05-21 12:25:39.725549,0 days 00:00:00.759821,112,11.11568241570385,66.58603271577994,91.16423168955063,0.004145484029594539,9,0.5949655935039895,3000,PRUNED
367,0.029731260612607002,2026-05-21 12:25:39.734585,2026-05-21 12:25:40.505653,0 days 00:00:00.771068,112,12.650451653671654,59.3322582669063,56.4889362866898,0.002880481565743582,9,0.632415187321464,3000,PRUNED
368,0.03332870081067085,2026-05-21 12:25:40.515399,2026-05-21 12:25:41.287564,0 days 00:00:00.772165,112,11.87174215903734,10.682208005487269,38.454427787772154,0.0035212783912763283,9,0.6097634102429014,3000,PRUNED
369,0.045999668538570404,2026-05-21 12:25:41.296668,2026-05-21 12:25:42.063236,0 days 00:00:00.766568,112,15.084149500807909,14.434391880237404,45.34100889533831,0.0026766156203750662,9,0.3003670032237685,3000,PRUNED
