number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_bc,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
122,0.05071394518017769,2026-05-21 12:06:55.609481,2026-05-21 12:06:56.366682,0 days 00:00:00.757201,112,30.87233190267765,29.660850569827456,8.40097193031649,0.0029642355693377228,9,0.7035411479334736,3000,PRUNED
123,0.04247371852397919,2026-05-21 12:06:56.373630,2026-05-21 12:06:57.126053,0 days 00:00:00.752423,112,17.428768148789015,40.66818985924381,10.94389010193421,0.002359134986440021,9,0.6747407815324323,3000,PRUNED
124,0.06085565313696861,2026-05-21 12:06:57.133328,2026-05-21 12:06:57.776351,0 days 00:00:00.643023,96,11.570791180059178,103.66246004305799,2.582276690188765,0.0034582468174861056,8,0.8531923856832336,3000,PRUNED
125,5.723117737943539e-06,2026-05-21 12:06:57.784021,2026-05-21 12:07:53.652591,0 days 00:00:55.868570,112,13.389152154380689,32.88953520530233,12.760220525969926,0.002769950608546626,9,0.7160341628801141,3000,COMPLETE
126,0.07175081223249435,2026-05-21 12:07:53.666701,2026-05-21 12:07:54.427398,0 days 00:00:00.760697,112,13.711305266031355,21.574579970996254,20.021243998493254,0.0041878022583388035,9,0.6918833049614596,3000,PRUNED
127,0.05152027681469917,2026-05-21 12:07:54.434309,2026-05-21 12:07:55.169706,0 days 00:00:00.735397,128,11.086227713416857,25.1962484666597,0.4912693965227646,0.0031014395854286276,8,0.6145967213658994,3000,PRUNED
128,0.019535869359970093,2026-05-21 12:07:55.176395,2026-05-21 12:07:59.058408,0 days 00:00:03.882013,112,12.646401529542679,13.885394382433063,42.718639384598184,0.0014559037435001498,10,0.6009088948015089,3000,PRUNED
129,0.03595449775457382,2026-05-21 12:07:59.068237,2026-05-21 12:07:59.872314,0 days 00:00:00.804077,128,14.47483771311761,34.23865970037246,12.94234317247555,0.0019733394236948684,9,0.7278794865999507,3000,PRUNED
130,3.120334895356791e-06,2026-05-21 12:07:59.881934,2026-05-21 12:08:41.564811,0 days 00:00:41.682877,112,10.078298742043929,12.502138586988554,16.972696403560636,0.0028009497404777478,8,0.6643374004158876,1000,COMPLETE
131,0.030974367633461952,2026-05-21 12:08:41.578936,2026-05-21 12:08:42.930051,0 days 00:00:01.351115,112,11.089505353373399,12.171117291190585,28.9906496847152,0.0028770211940445955,8,0.66287435990931,1000,PRUNED
132,0.03682035580277443,2026-05-21 12:08:42.937335,2026-05-21 12:08:43.635285,0 days 00:00:00.697950,112,10.053323315212019,15.846914589424992,11.670104600887292,0.002667515874568126,8,0.6482630657225793,1000,PRUNED
133,0.03759744390845299,2026-05-21 12:08:43.643216,2026-05-21 12:08:44.348008,0 days 00:00:00.704792,112,12.572540060209853,12.500034652761194,16.652932456677743,0.0033706610944588124,8,0.6355675836293505,1000,PRUNED
134,0.036172885447740555,2026-05-21 12:08:44.354685,2026-05-21 12:08:44.956486,0 days 00:00:00.601801,96,16.052289342766763,10.924293813342954,37.46405850954649,0.0022300370496416274,7,0.6869926648312211,1000,PRUNED
135,0.05099446699023247,2026-05-21 12:08:44.963200,2026-05-21 12:08:45.723311,0 days 00:00:00.760111,112,11.689808802323858,14.358298923490057,8.995703120355829,0.00377877008829867,9,0.5842066813032142,2000,PRUNED
136,0.03494524955749512,2026-05-21 12:08:45.730871,2026-05-21 12:08:46.474418,0 days 00:00:00.743547,128,13.861104409054677,17.823597977380697,54.47958524447852,0.002409640660161387,8,0.7531979481269889,1000,PRUNED
137,0.03627879172563553,2026-05-21 12:08:46.481270,2026-05-21 12:08:47.059099,0 days 00:00:00.577829,112,10.031765897402694,19.730112381646542,14.173460372786591,0.0028204760103676574,6,0.6226099885126111,4000,PRUNED
138,3.4909808164229617e-06,2026-05-21 12:08:47.067105,2026-05-21 12:09:20.935593,0 days 00:00:33.868488,96,13.133280838367964,47.52196871655578,25.236343523444102,0.0031458785464373424,7,0.7176459806904834,1000,COMPLETE
139,0.03437799587845802,2026-05-21 12:09:20.949790,2026-05-21 12:09:21.547733,0 days 00:00:00.597943,96,12.96864559949267,38.270726758107166,25.828329593046536,0.0020774965376875107,7,0.7181023038920235,1000,PRUNED
140,0.049683377146720886,2026-05-21 12:09:21.554824,2026-05-21 12:09:22.157013,0 days 00:00:00.602189,96,11.081831152175024,144.08448280214841,21.085695569818277,0.0030852925176115503,7,0.7341675800116877,1000,PRUNED
141,0.050275348126888275,2026-05-21 12:09:22.164746,2026-05-21 12:09:22.761824,0 days 00:00:00.597078,96,15.1626731198823,49.26464599965433,17.806067113971277,0.0035970590535184047,7,0.6987265809108236,1000,PRUNED
142,0.050063878297805786,2026-05-21 12:09:22.769001,2026-05-21 12:09:23.395182,0 days 00:00:00.626181,80,35.06956544655277,60.60849919804061,10.881032696751566,0.002547101495153034,8,0.7449014076436877,1000,PRUNED
143,0.05787346139550209,2026-05-21 12:09:23.401902,2026-05-21 12:09:23.998441,0 days 00:00:00.596539,96,12.08773410081498,42.767020733333375,0.1490835722440591,0.0032079647291733734,7,0.6676881732689834,3000,PRUNED
144,0.10209725797176361,2026-05-21 12:09:24.005363,2026-05-21 12:09:24.767070,0 days 00:00:00.761707,112,17.12448614007466,927.9059801210814,32.8702699755103,0.00267556291077558,9,0.7114084926397393,3000,PRUNED
145,0.008501463569700718,2026-05-21 12:09:24.774282,2026-05-21 12:09:28.568401,0 days 00:00:03.794119,128,13.581667980595611,10.0212607132916,26.555552148729618,0.0023241644291371495,9,0.6549393576199849,1000,PRUNED
146,0.05078399181365967,2026-05-21 12:09:28.577504,2026-05-21 12:09:29.158350,0 days 00:00:00.580846,112,349.30198209591686,13.244171573531572,12.725975171159092,0.004100520581179755,6,0.7701932222421604,1000,PRUNED
147,0.0289614200592041,2026-05-21 12:09:29.168621,2026-05-21 12:09:30.418271,0 days 00:00:01.249650,96,11.06120311614294,27.25258691583715,23.0366085545338,0.0017406369598996453,8,0.7572864974670218,3000,PRUNED
148,0.03570612519979477,2026-05-21 12:09:30.427088,2026-05-21 12:09:31.092202,0 days 00:00:00.665114,128,50.18792317487235,54.672204222945595,15.140651670086177,0.0033795131384881725,7,0.6779391614581365,3000,PRUNED
149,0.04155159369111061,2026-05-21 12:09:31.101131,2026-05-21 12:09:31.880703,0 days 00:00:00.779572,112,14.709263747841364,16.593770953317218,7.275491630460076,0.0001500722791556621,9,0.7282273065751143,3000,PRUNED
150,0.041951049119234085,2026-05-21 12:09:31.889413,2026-05-21 12:09:32.304896,0 days 00:00:00.415483,128,12.398535089192366,11.579085549573868,47.05893512106091,0.002893308569697853,3,0.6928767409000438,1000,PRUNED
151,0.046896085143089294,2026-05-21 12:09:32.312452,2026-05-21 12:09:33.774497,0 days 00:00:01.462045,112,20.4512204756944,31.14458758749229,9.948529141262483,0.0025589855578593773,9,0.7127011305266805,3000,PRUNED
152,0.04232620447874069,2026-05-21 12:09:33.782271,2026-05-21 12:09:34.294121,0 days 00:00:00.511850,112,24.667442361826073,32.57421581012035,6.7610278693575365,0.0030543266340177814,5,0.7826412512584268,3000,PRUNED
153,0.003900977550074458,2026-05-21 12:09:34.300934,2026-05-21 12:09:38.583453,0 days 00:00:04.282519,112,16.79197056970212,23.188946138836705,9.000556649364098,0.0024084871942282957,9,0.7061589715263468,3000,PRUNED
154,0.04744316637516022,2026-05-21 12:09:38.592560,2026-05-21 12:09:39.292210,0 days 00:00:00.699650,112,18.946338896593428,44.285348685707376,32.109821589528835,0.0027691189300438537,8,0.7192109557789357,3000,PRUNED
155,0.03402966633439064,2026-05-21 12:09:39.300455,2026-05-21 12:09:40.055237,0 days 00:00:00.754782,112,15.568159940728036,37.87338529886063,5.00024290849738,0.0020425527148198014,9,0.7392246265366389,3000,PRUNED
156,0.040416281670331955,2026-05-21 12:09:40.061744,2026-05-21 12:09:40.884732,0 days 00:00:00.822988,112,13.914623307692622,81.85141494404982,7.972121909695374,0.00366189316178009,10,0.6076126680115508,5000,PRUNED
157,0.03637370094656944,2026-05-21 12:09:40.893060,2026-05-21 12:09:41.705556,0 days 00:00:00.812496,128,12.931957634039229,113.65862662439211,18.71032906184071,0.0032532425794101426,9,0.680354163229366,3000,PRUNED
158,0.04025410860776901,2026-05-21 12:09:41.712279,2026-05-21 12:09:42.404089,0 days 00:00:00.691810,112,22.733176689916327,25.49823723732873,11.91400238471158,0.002227375217631842,8,0.6362611484467046,3000,PRUNED
159,0.03300788253545761,2026-05-21 12:09:42.411101,2026-05-21 12:09:43.119511,0 days 00:00:00.708410,96,11.691281607129735,29.30552975485118,38.848240250105036,0.0018602532120772545,9,0.7015315424555776,3000,PRUNED
160,0.04199855402112007,2026-05-21 12:09:43.126264,2026-05-21 12:09:45.233020,0 days 00:00:02.106756,128,27.11658131051942,15.269576631495772,10.158325205888973,0.0025596363131155575,8,0.5940830319105393,1000,PRUNED
161,0.04496639966964722,2026-05-21 12:09:45.241711,2026-05-21 12:09:45.776196,0 days 00:00:00.534485,128,10.7550241015253,12.345489150777482,0.8819249022096314,0.0067778452089652585,5,0.8958354874629815,4000,PRUNED
162,0.039572689682245255,2026-05-21 12:09:45.783540,2026-05-21 12:09:46.323558,0 days 00:00:00.540018,128,10.164393169324928,13.599544487328735,0.6124144964262052,0.005378274186761792,5,0.8761079094681118,4000,PRUNED
163,0.039640866219997406,2026-05-21 12:09:46.329882,2026-05-21 12:09:46.868330,0 days 00:00:00.538448,128,12.464242532305153,11.601991120114835,0.40812658031005866,0.0028223028266399263,5,0.8785810190300118,4000,PRUNED
164,0.029664061963558197,2026-05-21 12:09:46.874949,2026-05-21 12:09:48.342247,0 days 00:00:01.467298,112,14.122615624577744,10.596012205684406,0.32771687891988105,0.002422345832737504,9,0.6273247894539257,4000,PRUNED
165,0.04075925424695015,2026-05-21 12:09:48.348986,2026-05-21 12:09:48.703716,0 days 00:00:00.354730,48,11.51104671675259,47.19897889973694,0.7466869501478359,0.008045140257258276,4,0.8361251208538333,4000,PRUNED
166,0.05161818116903305,2026-05-21 12:09:48.710670,2026-05-21 12:09:49.312195,0 days 00:00:00.601525,128,17.812443927583164,14.561786737006422,15.03654152570888,0.009666706583970371,6,0.8861532327230004,2000,PRUNED
167,0.0501166470348835,2026-05-21 12:09:49.319800,2026-05-21 12:09:50.073291,0 days 00:00:00.753491,112,15.960471755859913,34.58545003037305,12.984208039732756,0.0003269114208829872,9,0.8586687721627895,1000,PRUNED
168,0.041604183614254,2026-05-21 12:09:50.081100,2026-05-21 12:09:50.687669,0 days 00:00:00.606569,128,13.16955029443407,20.576510639876414,0.5123086843396402,0.0030437128457284886,6,0.5692999160314719,4000,PRUNED
169,0.04061182588338852,2026-05-21 12:09:50.695437,2026-05-21 12:09:51.389815,0 days 00:00:00.694378,112,10.83512758258121,12.943320738407747,20.313887171279003,0.0044084204112445026,8,0.842108166455642,5000,PRUNED
170,0.03738630563020706,2026-05-21 12:09:51.397792,2026-05-21 12:09:51.877758,0 days 00:00:00.479966,96,11.866854219598764,10.989951763401688,5.948361608707733,0.0022250839756084197,5,0.8113878259759231,1000,PRUNED
171,0.022069208323955536,2026-05-21 12:09:51.885891,2026-05-21 12:09:53.796771,0 days 00:00:01.910880,128,14.984091012322418,18.344781138180423,8.78421021254329,0.0005727329125021364,7,0.8500171056755269,4000,PRUNED
172,0.04859793186187744,2026-05-21 12:09:53.805182,2026-05-21 12:09:54.473697,0 days 00:00:00.668515,128,13.648753001425314,17.110602669325093,3.908546037913501,0.002676542786303989,7,0.8635595161959956,4000,PRUNED
173,0.02523501217365265,2026-05-21 12:09:54.480513,2026-05-21 12:09:56.378151,0 days 00:00:01.897638,128,16.557270906120372,15.245722527866496,0.7237864617578622,0.0008037788734154364,7,0.8804872828685706,4000,PRUNED
174,0.021895410493016243,2026-05-21 12:09:56.385071,2026-05-21 12:09:58.489530,0 days 00:00:02.104459,128,18.95883381886376,12.68691270648134,6.988628836545102,0.00108758891786047,8,0.8741603378841653,4000,PRUNED
175,0.040844064205884933,2026-05-21 12:09:58.498882,2026-05-21 12:09:59.258258,0 days 00:00:00.759376,112,12.418985762492433,14.14977171392894,11.002092311047669,0.006065903717103998,9,0.8197855012415086,4000,PRUNED
176,0.03555154800415039,2026-05-21 12:09:59.267412,2026-05-21 12:09:59.828511,0 days 00:00:00.561099,80,10.058497227716447,37.522489522423214,28.65986377658902,0.0009641069201999847,7,0.8916248348794065,3000,PRUNED
177,0.04541239142417908,2026-05-21 12:09:59.838725,2026-05-21 12:10:00.504296,0 days 00:00:00.665571,128,21.83080293970354,19.208625918940808,1.137030085791561,0.0032890395645475885,7,0.6446989854839557,1000,PRUNED
178,0.04965611919760704,2026-05-21 12:10:00.514158,2026-05-21 12:10:01.287192,0 days 00:00:00.773034,112,14.798464824783299,52.9917017990174,7.959391567447217,0.00045082173658151384,9,0.663990049132459,3000,PRUNED
179,0.04775463417172432,2026-05-21 12:10:01.295794,2026-05-21 12:10:01.995348,0 days 00:00:00.699554,112,94.03773958536738,22.27821472960156,16.853945146883127,0.0028769327137163772,8,0.723787326527667,2000,PRUNED
180,0.03976930305361748,2026-05-21 12:10:02.004876,2026-05-21 12:10:02.808087,0 days 00:00:00.803211,128,11.147094951500897,16.235882048423644,3.0566579209051636,0.003838913712636344,9,0.7514681843528144,3000,PRUNED
181,0.022472739219665527,2026-05-21 12:10:02.816145,2026-05-21 12:10:04.721819,0 days 00:00:01.905674,128,12.098473414294054,25.129632845024133,1.6362564403164588,0.0013100578616743242,7,0.8592713725526748,4000,PRUNED
182,0.02220061421394348,2026-05-21 12:10:04.729054,2026-05-21 12:10:07.273455,0 days 00:00:02.544401,128,13.161898854686038,28.053902254074327,42.539693604891156,0.0010034398323657133,7,0.8690273230958112,4000,PRUNED
183,0.035061564296483994,2026-05-21 12:10:07.280302,2026-05-21 12:10:07.885895,0 days 00:00:00.605593,128,10.830821110218222,31.437835946748216,1.2877939495929633,0.0011323104835507269,6,0.898630480062563,4000,PRUNED
184,0.036904994398355484,2026-05-21 12:10:07.892347,2026-05-21 12:10:08.559541,0 days 00:00:00.667194,128,10.085290688380356,11.642790910807495,1.8945251102800027,0.0024707629494952815,7,0.6887870634476808,4000,PRUNED
185,0.007695917971432209,2026-05-21 12:10:08.565871,2026-05-21 12:10:11.543942,0 days 00:00:02.978071,112,14.178812522114178,21.592208619133963,2.3102658382546593,0.002132315207712516,7,0.8456143392167369,4000,PRUNED
186,0.0382196418941021,2026-05-21 12:10:11.553330,2026-05-21 12:10:12.288074,0 days 00:00:00.734744,128,11.536966495484842,24.137303305283158,4.801838966808347,0.001577022688596789,8,0.7109830753047215,1000,PRUNED
187,0.01683943159878254,2026-05-21 12:10:12.296707,2026-05-21 12:10:15.175035,0 days 00:00:02.878328,112,12.945430303562157,10.04667961754998,0.9665525397870942,0.0009380758128563935,9,0.6748976295418527,3000,PRUNED
188,0.03801773861050606,2026-05-21 12:10:15.183289,2026-05-21 12:10:15.666827,0 days 00:00:00.483538,96,15.582222902578362,42.1220663243561,32.8495807117002,0.0026610774167395044,5,0.6128721377836159,3000,PRUNED
189,0.048749424517154694,2026-05-21 12:10:15.673765,2026-05-21 12:10:16.344337,0 days 00:00:00.670572,128,590.2822689773325,58.09287197594213,13.541733140485121,0.0012803117551225473,7,0.7376184434801105,4000,PRUNED
190,0.038022786378860474,2026-05-21 12:10:16.351312,2026-05-21 12:10:16.971027,0 days 00:00:00.619715,80,17.348838173098063,69.87543210282212,37.22764875955977,0.003484024064551112,8,0.6953998826623335,1000,PRUNED
191,0.037533387541770935,2026-05-21 12:10:16.977514,2026-05-21 12:10:17.304096,0 days 00:00:00.326582,112,11.041391990767652,20.033702074083095,5.913325729857461,0.003078522885322221,2,0.885368569667136,4000,PRUNED
192,0.05136966332793236,2026-05-21 12:10:17.311888,2026-05-21 12:10:17.640780,0 days 00:00:00.328892,112,10.035308722620682,17.365384405937885,3.7785948110173915,0.002401178070027011,2,0.8208157888969947,4000,PRUNED
193,0.04028935357928276,2026-05-21 12:10:17.648308,2026-05-21 12:10:18.030894,0 days 00:00:00.382586,112,12.011579916325017,13.649741003067254,9.720776128241665,0.0029113693485203723,3,0.8363147781553865,4000,PRUNED
194,0.029436681419610977,2026-05-21 12:10:18.041447,2026-05-21 12:10:19.506745,0 days 00:00:01.465298,112,12.90178933064685,12.271604614256375,0.704880092048625,0.00342875302946613,9,0.7288159526937503,4000,PRUNED
195,0.0379488468170166,2026-05-21 12:10:19.515951,2026-05-21 12:10:19.974116,0 days 00:00:00.458165,112,11.189413667143125,25.991183548955195,48.5741426121774,0.0027176966844865242,4,0.8703182954479255,3000,PRUNED
196,0.04326305165886879,2026-05-21 12:10:19.983123,2026-05-21 12:10:20.616870,0 days 00:00:00.633747,112,14.160699513889973,49.96598038310166,6.812987931749762,0.0020077221125408746,7,0.760193358464196,4000,PRUNED
197,0.042838264256715775,2026-05-21 12:10:20.624937,2026-05-21 12:10:21.096724,0 days 00:00:00.471787,128,12.077944352991226,23.018690521643936,11.743591314890006,0.0008436423319362017,4,0.7943073662466777,1000,PRUNED
198,0.03707975149154663,2026-05-21 12:10:21.105031,2026-05-21 12:10:21.676647,0 days 00:00:00.571616,112,13.711452877747913,15.330432642403164,5.212106530229863,0.0031780508826961444,6,0.5992479676923909,3000,PRUNED
199,0.044383320957422256,2026-05-21 12:10:21.683190,2026-05-21 12:10:22.471985,0 days 00:00:00.788795,128,11.073211340434183,19.247226971579728,2.106039149129145,0.002267693270266613,9,0.7137325245027003,3000,PRUNED
200,0.060637131333351135,2026-05-21 12:10:22.479580,2026-05-21 12:10:23.174392,0 days 00:00:00.694812,112,16.08662829749426,28.334286812465802,8.215927292795824,0.0037705515228292057,8,0.6581112222344839,3000,PRUNED
201,0.052660416811704636,2026-05-21 12:10:23.181542,2026-05-21 12:10:23.655785,0 days 00:00:00.474243,64,12.839834117099103,291.43391723935963,0.18981343966493558,0.008101933994785007,6,0.7715476138128309,1000,PRUNED
202,0.07283227145671844,2026-05-21 12:10:23.662863,2026-05-21 12:10:24.140179,0 days 00:00:00.477316,48,14.974783218103166,11.192613337965502,1.5838038993126906,0.006739105982339808,7,0.7460987750754979,1000,PRUNED
203,0.06077863648533821,2026-05-21 12:10:24.148104,2026-05-21 12:10:24.852956,0 days 00:00:00.704852,96,11.90967647454193,510.6576307188153,0.3533559695777259,0.005082527142081322,9,0.8043865711922089,1000,PRUNED
204,0.04941330477595329,2026-05-21 12:10:24.859521,2026-05-21 12:10:25.384095,0 days 00:00:00.524574,64,146.23103696020414,212.2686761774118,0.23437625698320055,0.0025964129428779482,7,0.6195918146381563,1000,PRUNED
205,0.038383763283491135,2026-05-21 12:10:25.390835,2026-05-21 12:10:25.961764,0 days 00:00:00.570929,112,10.687639014435485,45.58240403549675,14.312226867044611,0.007122706212658504,6,0.5838771499156248,3000,PRUNED
206,0.04417990893125534,2026-05-21 12:10:25.968279,2026-05-21 12:10:26.698299,0 days 00:00:00.730020,128,13.756587145387604,33.14038684810336,0.26530475818116694,0.0029559039268737763,8,0.783448265455808,3000,PRUNED
207,0.052344515919685364,2026-05-21 12:10:26.706335,2026-05-21 12:10:27.198157,0 days 00:00:00.491822,32,17.52637797762159,437.95712064850164,23.500438964399144,0.008637459572160971,9,0.7618362848965213,1000,PRUNED
208,0.04778754338622093,2026-05-21 12:10:27.205813,2026-05-21 12:10:27.615504,0 days 00:00:00.409691,16,12.30850824678509,684.961173649824,0.14806754974609732,0.009551162931613042,7,0.8499975821077451,3000,PRUNED
209,0.04081185907125473,2026-05-21 12:10:27.621976,2026-05-21 12:10:28.207347,0 days 00:00:00.585371,48,10.040747548983239,13.258071701532197,3.4809329042619215,0.002787968542031796,10,0.7313760068173256,1000,PRUNED
210,0.039060138165950775,2026-05-21 12:10:28.214217,2026-05-21 12:10:28.970342,0 days 00:00:00.756125,112,14.945277556893382,311.62485942770064,56.61405499752918,0.005866976897120805,9,0.6973253802883509,3000,PRUNED
211,0.0369272455573082,2026-05-21 12:10:28.977747,2026-05-21 12:10:29.809721,0 days 00:00:00.831974,112,25.076209864159125,159.8068172983124,16.543806790307844,0.00011155118905960048,10,0.4692290101473031,5000,PRUNED
212,0.04522229731082916,2026-05-21 12:10:29.816959,2026-05-21 12:10:30.259559,0 days 00:00:00.442600,16,21.534896811364316,21.576556692574833,13.134682702373693,0.0024960131273143392,8,0.7453552235413158,5000,PRUNED
213,0.04241872951388359,2026-05-21 12:10:30.265981,2026-05-21 12:10:30.773262,0 days 00:00:00.507281,48,20.464474880601305,16.27891024349825,10.366213968133934,0.00021419783783203932,8,0.41003050841008987,5000,PRUNED
214,0.047825004905462265,2026-05-21 12:10:30.779536,2026-05-21 12:10:31.364791,0 days 00:00:00.585255,48,19.049231466401586,26.442920906685888,29.122081149161744,0.0030178106259869286,10,0.3939160317949296,3000,PRUNED
215,0.1388551890850067,2026-05-21 12:10:31.374153,2026-05-21 12:10:31.905626,0 days 00:00:00.531473,32,11.517331678134763,600.11744001351,11.780951780101518,0.0006175572901918109,10,0.8264510180947623,3000,PRUNED
216,0.035118281841278076,2026-05-21 12:10:31.915082,2026-05-21 12:10:32.387099,0 days 00:00:00.472017,48,13.168827559115716,88.0522983478876,15.858636568375617,0.003183710216847659,7,0.7207600351800086,3000,PRUNED
217,0.054636843502521515,2026-05-21 12:10:32.396086,2026-05-21 12:10:32.945421,0 days 00:00:00.549335,48,27.909168214712615,756.6831593178013,4.375169459217189,0.0012161582353615032,9,0.5365022527233564,1000,PRUNED
218,0.05699585750699043,2026-05-21 12:10:32.954459,2026-05-21 12:10:33.694488,0 days 00:00:00.740029,128,16.89319992184713,198.77029393177847,18.190931640216277,0.0007234512766837311,8,0.6461506930790557,5000,PRUNED
219,0.09046612679958344,2026-05-21 12:10:33.702900,2026-05-21 12:10:34.406260,0 days 00:00:00.703360,96,14.220915474432287,140.9451853514141,33.95022889173102,0.0023217633835039384,9,0.6694707380809893,3000,PRUNED
220,0.03673826530575752,2026-05-21 12:10:34.412940,2026-05-21 12:10:35.146685,0 days 00:00:00.733745,128,10.892083026728326,103.19643925416491,0.43258942499657543,0.008958589656413815,8,0.7076487300815982,3000,PRUNED
221,0.05760444328188896,2026-05-21 12:10:35.154494,2026-05-21 12:10:35.681227,0 days 00:00:00.526733,32,22.703407608213016,409.74242104373354,65.86271796053903,0.00349437592065633,10,0.6872820611756367,3000,PRUNED
222,0.06728102266788483,2026-05-21 12:10:35.688727,2026-05-21 12:10:36.193892,0 days 00:00:00.505165,16,82.99422705858066,328.6085981203751,92.5921669846118,0.00012624657458924475,10,0.44311821418570546,3000,PRUNED
223,0.03521748259663582,2026-05-21 12:10:36.202085,2026-05-21 12:10:36.922351,0 days 00:00:00.720266,80,19.350500965762567,353.12861462648215,2.7821086628855403,0.00021628496385441763,10,0.7342366761300514,3000,PRUNED
224,0.03530632704496384,2026-05-21 12:10:36.931282,2026-05-21 12:10:37.461300,0 days 00:00:00.530018,32,30.798191068840232,389.46136844206393,9.24993731510871,0.0001503953045471329,10,0.8627391183052702,3000,PRUNED
225,0.041049376130104065,2026-05-21 12:10:37.470629,2026-05-21 12:10:38.234358,0 days 00:00:00.763729,112,12.513993576217462,12.397434148737043,21.994799551391093,0.0001785753889960316,9,0.8997438797951437,3000,PRUNED
226,0.037162408232688904,2026-05-21 12:10:38.243117,2026-05-21 12:10:38.580568,0 days 00:00:00.337451,64,25.46069601948969,452.7794350579826,41.57440475684222,0.0026892758436098726,3,0.7038391336774139,1000,PRUNED
227,0.03651128336787224,2026-05-21 12:10:38.590166,2026-05-21 12:10:39.113297,0 days 00:00:00.523131,64,39.03919447098459,256.21828865130664,14.295117242629997,0.00016152577044309898,7,0.30082201833253663,3000,PRUNED
228,0.04171271622180939,2026-05-21 12:10:39.122278,2026-05-21 12:10:39.569269,0 days 00:00:00.446991,112,47.42523316583908,574.6717290388777,7.2797517526464945,0.0025348615534192976,4,0.6292632885788778,4000,PRUNED
229,0.04229569807648659,2026-05-21 12:10:39.578681,2026-05-21 12:10:39.922208,0 days 00:00:00.343527,16,15.834913556759732,14.453253064872834,6.2491297091165885,0.0029071965079388927,6,0.7194538273211092,1000,PRUNED
230,0.046710167080163956,2026-05-21 12:10:39.931115,2026-05-21 12:10:40.727845,0 days 00:00:00.796730,128,59.16321856264684,11.06926094607047,0.9520352686493263,0.002201817372943392,9,0.7561414296186906,2000,PRUNED
231,0.04665428772568703,2026-05-21 12:10:40.736067,2026-05-21 12:10:41.167196,0 days 00:00:00.431129,48,127.49017192886103,34.700050888609006,2.100752076396655,0.0001675415336945586,6,0.4829410235648079,2000,PRUNED
232,0.037178944796323776,2026-05-21 12:10:41.174088,2026-05-21 12:10:41.605667,0 days 00:00:00.431579,48,11.631417357344464,40.509074090805115,1.3104554748403763,0.00020495044391063356,6,0.5204295728869586,2000,PRUNED
233,0.04513513669371605,2026-05-21 12:10:41.612573,2026-05-21 12:10:42.184921,0 days 00:00:00.572348,112,189.28145843594334,37.84839187923573,12.510973777440054,0.0032096111194723984,6,0.6782838609430959,4000,PRUNED
234,0.039756037294864655,2026-05-21 12:10:42.191475,2026-05-21 12:10:42.831693,0 days 00:00:00.640218,112,10.045593791193893,42.762492278952564,18.80726419499888,0.00024117853974759724,7,0.8864903662401593,1000,PRUNED
235,0.03294205293059349,2026-05-21 12:10:42.838085,2026-05-21 12:10:43.572344,0 days 00:00:00.734259,128,13.182717733336224,31.368211727802063,25.446091363372222,0.00044971822748089636,8,0.3426913355402324,2000,PRUNED
236,0.05370577424764633,2026-05-21 12:10:43.578687,2026-05-21 12:10:44.081684,0 days 00:00:00.502997,96,11.00224425365389,47.502893636079094,0.5741176663685996,0.00013352830399318485,6,0.7425968874567782,4000,PRUNED
237,0.04772297292947769,2026-05-21 12:10:44.088432,2026-05-21 12:10:44.845175,0 days 00:00:00.756743,112,237.70986435399837,125.7950532119503,1.8201086256036063,0.0001911394282458963,9,0.36973698840791075,1000,PRUNED
238,0.04999762028455734,2026-05-21 12:10:44.851704,2026-05-21 12:10:45.522050,0 days 00:00:00.670346,128,290.0310339569855,30.361871875500906,0.11448718864442853,0.0027503601984265676,7,0.4384745380545911,4000,PRUNED
239,0.042531635612249374,2026-05-21 12:10:45.528539,2026-05-21 12:10:46.352786,0 days 00:00:00.824247,112,14.40620198798454,18.554133321591873,11.11321678040823,0.0014161972345205127,10,0.7788976744905508,3000,PRUNED
240,0.0500459261238575,2026-05-21 12:10:46.360600,2026-05-21 12:10:46.976521,0 days 00:00:00.615921,80,12.11578084063743,55.51680850120326,15.715496635216397,0.001885355959134179,8,0.6411646908057345,1000,PRUNED
241,0.04224662110209465,2026-05-21 12:10:46.983158,2026-05-21 12:10:47.606482,0 days 00:00:00.623324,64,121.43486832127905,98.31168716404152,0.2897670457734212,0.00010815780977869308,9,0.656780704522615,1000,PRUNED
242,0.04903530701994896,2026-05-21 12:10:47.612889,2026-05-21 12:10:48.178618,0 days 00:00:00.565729,48,176.1261557562644,10.133672906931942,0.34886632164744175,0.0001297429350997219,9,0.6849752629475336,1000,PRUNED
243,0.04758988320827484,2026-05-21 12:10:48.186416,2026-05-21 12:10:48.894931,0 days 00:00:00.708515,96,162.82814056295612,24.26839873921167,0.80548144971089,0.0008816330044903642,9,0.6685368194653064,1000,PRUNED
244,0.04380933940410614,2026-05-21 12:10:48.901898,2026-05-21 12:10:49.455585,0 days 00:00:00.553687,48,168.41536360788896,76.87316714094236,0.6486381423582175,0.00016415388599681587,9,0.7016021847931548,1000,PRUNED
245,0.04317784309387207,2026-05-21 12:10:49.462074,2026-05-21 12:10:50.071822,0 days 00:00:00.609748,64,134.01398500093484,36.5086999484421,36.97692651276286,0.0025561080697721794,9,0.7284585798300359,1000,PRUNED
