epoch,loss_data,loss_phys,loss_ic,loss_bc,loss_val,loss_total
3150,0.0,8.382005034945905e-06,2.8899435733364953e-07,4.5976637608191595e-08,1.3911620044382289e-05,4.5259737817104906e-05
3200,0.0,6.708023647661321e-06,3.9616750768800557e-07,8.180242616617761e-08,7.516840014432091e-06,3.831982030533254e-05
3250,0.0,7.332074801524868e-06,3.1027286695461953e-07,9.390969779587977e-08,8.030900971789379e-06,4.070220165885985e-05
3300,0.0,9.376252819492947e-06,4.0007250845519593e-07,6.125922880073631e-08,9.81056200544117e-06,5.149458229425363e-05
3350,0.0,6.6882871578854974e-06,2.993785699345608e-07,5.8980226924632007e-08,6.009112439642195e-06,3.702502726810053e-05
3400,0.0,7.724957868049387e-06,3.325901047901425e-07,9.163738212691896e-08,5.503983629751019e-06,4.2867064621532336e-05
3450,0.0,4.446314505912596e-06,2.644359824444109e-07,7.654794842437695e-08,5.636151854560012e-06,2.564141141192522e-05
3500,0.0,4.605876256391639e-06,3.4265349313500337e-07,1.2364947110654612e-07,6.740501248714281e-06,2.7692411094903946e-05
3550,0.0,4.683795395976631e-06,3.355795001880324e-07,1.7682668840279803e-07,5.09665460413089e-06,2.8543039661599323e-05
3600,0.0,4.353323220129823e-06,2.767155251603981e-07,1.0837717212552889e-07,5.0946591727552e-06,2.5617544451961294e-05
3650,0.0,3.6604901652026456e-06,1.1170607194799231e-06,2.952588147309143e-06,6.120202215242898e-06,5.899893949390389e-05
3700,0.0,5.180993866815697e-06,3.107666088908445e-07,5.163628884474747e-07,6.674165433651069e-06,3.417626430746168e-05
3750,0.0,2.342040033909143e-06,6.211040499692899e-07,1.5181238950390252e-06,6.477319402620196e-06,3.310247848276049e-05
3800,0.0,3.873336027027108e-06,6.2306753534358e-07,9.086239174393995e-07,4.926266228721943e-06,3.468359500402585e-05
3850,0.0,4.653930318454513e-06,2.3727019993202703e-07,1.1525185783511915e-07,5.812406470795395e-06,2.6794872610480525e-05
3900,0.0,4.9014784053724725e-06,6.713062816743331e-07,7.838004307814117e-07,7.018988526397152e-06,3.905845733243041e-05
3950,0.0,4.864842139795655e-06,3.5831345712722396e-07,1.997061076508544e-07,4.938500296702841e-06,2.990440589201171e-05
4000,0.0,4.110634108656086e-06,4.7347464260383276e-07,5.5797745091012985e-08,6.0287993619567715e-06,2.584589492471423e-05
4050,0.0,3.7431404962262604e-06,4.991156288269849e-07,3.4668659054659656e-07,7.515848210459808e-06,2.717372444749344e-05
4100,0.0,3.336713007229264e-06,5.227893780102022e-07,2.592294947589835e-07,5.927711754338816e-06,2.450375359330792e-05
4150,0.0,3.730799335244228e-06,1.8738167000265094e-06,2.765918623026664e-07,5.783849246654427e-06,4.015808372059837e-05
4200,0.0,3.3343380891892593e-06,1.0049760703623178e-06,1.2327056992944563e-06,4.189358151052147e-06,3.904850746039301e-05
4250,0.0,3.331924290250754e-06,2.7671044335875195e-06,1.0079885441882652e-06,8.028109732549638e-06,5.4410553275374696e-05
4300,0.0,3.1252634471456986e-06,3.030799007319729e-06,1.5030524025405612e-07,7.1731424213794526e-06,4.743735917145386e-05
4350,0.0,2.2944861939322436e-06,2.113471737175132e-06,3.502677543565369e-07,5.075995886727469e-06,3.610982821555808e-05
4400,0.0,4.1323150981043e-06,6.633627890550997e-06,4.282930603949353e-06,3.7395762774394825e-05,0.00012982715270482004
4450,0.0,4.989025910617784e-06,3.649286099971505e-07,2.6087322524404044e-08,1.5134643035707995e-05,2.885528920160141e-05
4500,0.0,4.47665979663725e-06,1.0850542366824811e-06,5.951947912308242e-08,4.768028702528682e-06,3.382903742021881e-05
4550,0.0,4.987810370948864e-06,0.00011341672507114708,5.138907908985857e-06,0.0001276647817576304,0.001210495363920927
4600,0.0,5.6229241636174265e-06,1.1016015378118027e-05,1.1577251825656276e-05,2.4799832317512482e-05,0.0002540472778491676
4650,0.0,2.3196923848445294e-06,2.4074490283965133e-05,2.1942555576970335e-06,3.386087337275967e-05,0.00027428590692579746
4700,0.0,5.187042006582487e-06,3.460288780843257e-06,2.256944299006136e-06,1.3064972335996572e-05,8.310753764817491e-05
4750,0.0,4.293362508178689e-06,8.297181011585053e-06,2.156500841010711e-06,4.9575271987123415e-05,0.00012600363697856665
4800,0.0,5.944464191998122e-06,2.302280336152762e-06,7.995794248927268e-07,8.594274731876794e-06,6.074092016206123e-05
4850,0.0,4.570551482174778e-06,4.837352207687218e-06,6.682518005618476e-07,1.9388551663723774e-05,7.790879317326471e-05
4900,0.0,3.5113014291709987e-06,6.518834652524674e-06,3.634159611465293e-06,1.0880346962949261e-05,0.00011908644955838099
4950,0.0,5.8645373428589664e-06,1.4921645743015688e-05,6.875001190564944e-07,1.9867837181664072e-05,0.00018541415920481086
5000,0.0,5.384345968195703e-06,3.27335919791949e-06,7.1088893491833005e-06,1.2261995834705885e-05,0.00013074421440251172
5050,0.0,3.6505821299215313e-06,7.690113648095576e-07,4.5908009838058206e-08,4.862647529080277e-06,2.640210368554108e-05
5100,0.0,8.840089321893174e-06,6.400448182830587e-05,3.5203072457079543e-06,7.036677561700344e-05,0.0007194483187049627
5150,0.0,3.955868578486843e-06,1.5871933101152536e-06,1.7315207401225052e-07,1.432624958397355e-05,3.738279701792635e-05
5200,0.0,2.587301651146845e-06,5.218292244535405e-06,3.776066819227708e-07,2.2098323825048283e-05,6.88954969518818e-05
5250,0.0,7.508324415539391e-06,0.00010691530769690871,8.085953595582396e-06,0.00019283333676867187,0.0011875542113557458
5300,0.0,2.4715907329664333e-06,3.3975011319853365e-06,1.3097752571411547e-07,5.621013315249002e-06,4.764273762702942e-05
5350,0.0,2.6710836209531408e-06,3.999859472969547e-06,9.390910804540908e-07,6.826593107689405e-06,6.274492625379935e-05
5400,0.0,3.3498986340418924e-06,7.872682544984855e-06,1.0240794836136047e-05,1.8610822735354304e-05,0.00019788426288869232
5450,0.0,3.1442548333870945e-06,3.492978521535406e-06,1.1354437674526707e-06,6.772511824237881e-06,6.200549250934273e-05
5500,0.0,3.974538230977487e-06,9.478172842136701e-07,7.993946837814292e-08,5.67906772630522e-06,3.0150258680805564e-05
5550,0.0,3.177234248141758e-06,4.305672973714536e-06,5.874695148122555e-07,1.4013728105055634e-05,6.481759919552132e-05
5600,0.0,4.231479124428006e-06,4.229173646308482e-05,1.891521833385923e-06,3.871111402986571e-05,0.00046298999222926795
5650,0.0,3.966592430515448e-06,6.527430969072157e-07,2.3247186220487492e-07,5.717252406611806e-06,2.8685111828963272e-05
5700,0.0,3.402368065508199e-06,1.1868447700180695e-06,2.766668103504344e-07,1.0037612810265273e-05,3.164695590385236e-05
5750,0.0,2.903642098317505e-06,3.284473677922506e-06,1.196840116790554e-06,6.117424163676333e-06,5.933134525548667e-05
5800,0.0,3.283924343122635e-06,1.2641102330235299e-05,5.9469066400197335e-06,1.9235039872000925e-05,0.00020229970687069
5850,0.0,2.7147425498696975e-06,2.3610557036590762e-05,1.700940401860862e-06,3.298456795164384e-05,0.0002666887012310326
5900,0.0,5.5106938816607e-06,3.145518712699413e-05,7.006445684965001e-06,5.157435225555673e-05,0.0004121697857044637
5950,0.0,9.146170668827835e-06,0.00012426024477463216,1.5601448467350565e-05,0.00013001804472878575,0.0014443477848544717
6000,0.0,4.301583430788014e-06,5.830817372043384e-06,5.36742618351127e-06,9.28026838664664e-06,0.0001334903499810025
6050,0.0,2.6674331365938997e-06,5.382406698117848e-07,2.223467276962765e-08,3.040653155039763e-06,1.8941918824566528e-05
6100,0.0,2.42003875428054e-06,3.936619918931683e-07,2.0494411501204013e-08,3.018638153662323e-06,1.6241758203250356e-05
6150,0.0,1.7500938156445045e-06,3.3676423072392936e-07,2.0982080073395082e-08,3.67477673535177e-06,1.2327931472100317e-05
6200,0.0,1.9372146198293194e-06,3.050748773603118e-07,2.1331279853598062e-08,5.201150997891091e-06,1.2950134987477213e-05
6250,0.0,1.979800799745135e-06,3.041450327145867e-07,2.4377568408340267e-08,5.837031494593248e-06,1.3184229828766547e-05
6300,0.0,1.4662431340184412e-06,2.897988338190771e-07,2.8233529292265303e-08,3.3416199585190043e-06,1.0511539585422724e-05
6350,0.0,3.001063078045263e-06,2.6942308295474504e-07,1.8669540580162902e-08,4.10447000831482e-06,1.7886241039377637e-05
6400,0.0,1.583350695000263e-06,2.484619869846938e-07,3.8916969202773544e-08,3.436517772570369e-06,1.07905425466015e-05
6450,0.0,2.665944521140773e-06,2.486263497303298e-07,2.4106174834059857e-08,2.6241914383717813e-06,1.605704710527789e-05
6500,0.0,1.8270541204401525e-06,2.34194487802597e-07,2.2604925931091202e-08,2.9016819098615088e-06,1.170326504507102e-05
6550,0.0,1.8874983425121172e-06,2.7152367465532734e-07,4.7123311475161245e-08,2.569317757661338e-06,1.2623961083590984e-05
6600,0.0,1.4564643606718164e-06,2.2438381108713656e-07,3.710202278739416e-08,2.6153416001761798e-06,9.89718046184862e-06
6650,0.0,1.4634154013037914e-06,2.2731138926701533e-07,2.0530222855086322e-08,2.7272569695924176e-06,9.795492587727495e-06
6700,0.0,1.2975774552614894e-06,2.3357056022632605e-07,3.027377104558582e-08,2.4534499516448705e-06,9.12633095140336e-06
6750,0.0,1.7941351870831568e-06,2.0912185050292464e-07,5.4994288234411215e-08,2.1781672785436967e-06,1.1611837180680595e-05
6800,0.0,2.0987306470487965e-06,5.767243465015781e-07,6.427492280636216e-07,3.3538958632561844e-06,2.2688387616653927e-05
6850,0.0,1.4345473573484924e-06,2.3623334755029646e-07,2.467356807756005e-07,2.110698915203102e-06,1.2002426956314594e-05
6900,0.0,1.5465948308701627e-06,2.4188196334762324e-07,5.1636398268328776e-08,2.7214646252105013e-06,1.0668157301552128e-05
6950,0.0,2.3426430288964184e-06,2.0265463263058336e-07,2.077922722776293e-08,2.6514373985264683e-06,1.3947553270554636e-05
7000,0.0,1.510078845967655e-06,3.07778492469879e-07,1.320576714647359e-08,2.9639238618983654e-06,1.0760236364149023e-05
7050,0.0,1.2951549024364795e-06,2.78302337619607e-07,3.71834296686302e-08,2.3647241960134124e-06,9.630632121115923e-06
7100,0.0,1.1503402674861718e-06,2.4534156750632974e-07,2.7825739934428384e-08,2.467684680595994e-06,8.48337458592141e-06
7150,0.0,1.987951691262424e-06,1.880180064972592e-07,1.1829925483652914e-07,2.2724141217622673e-06,1.3002931154915132e-05
7200,0.0,1.5048905197545537e-06,5.588112799159717e-07,5.730341285925533e-07,3.0206888368411455e-06,1.884290759335272e-05
