epoch,loss_data,loss_phys,loss_ic,loss_val,loss_total,zeta_hat,omega_0_hat
50,0.009512062184512615,0.4609748125076294,0.000672914378810674,0.010564490221440792,0.020850952714681625,0.6379820704460144,1.086949110031128
100,0.0074708061292767525,0.4522627294063568,3.8836040516798676e-07,0.002643357729539275,0.011997316963970661,0.32452186942100525,1.5362728834152222
150,0.00560478400439024,0.26830726861953735,2.9176286261645146e-05,0.004655767697840929,0.008579619228839874,0.4977934956550598,1.95197331905365
200,0.009249664843082428,0.1878664791584015,0.0006534463027492166,0.0056912400759756565,0.017662793397903442,0.5800532698631287,2.3586056232452393
250,0.004634406417608261,0.18796202540397644,2.9708287911489606e-05,0.0018599670147523284,0.006811109837144613,0.5830633640289307,2.53511118888855
300,0.011743669398128986,0.6460325717926025,0.0001075400214176625,0.0123861413449049,0.019279396161437035,0.6980919241905212,2.4636967182159424
350,0.007087339647114277,0.2057727724313736,3.299149466329254e-05,0.0028695054352283478,0.0094749815762043,0.5529776811599731,2.29638671875
400,0.00466151162981987,0.1206982284784317,7.711535727139562e-05,0.001758127473294735,0.006639647763222456,0.6440539360046387,2.669271945953369
450,0.005375088658183813,0.06494729965925217,0.00021690978610422462,0.0015083574689924717,0.008193659596145153,0.7040954828262329,2.942244052886963
500,0.0025178834330290556,0.05674033612012863,4.114751209272072e-05,0.0008632253739051521,0.0034967618994414806,0.7335458993911743,3.159132480621338
550,0.0032184189185500145,0.04626019671559334,1.6693244106136262e-05,0.0007535046897828579,0.003847953164950013,0.7606460452079773,3.2919347286224365
600,0.0015810859622433782,0.055171649903059006,0.0007401934708468616,0.0007127796416170895,0.009534737095236778,0.7680588960647583,3.389655590057373
650,0.003022321965545416,0.052221354097127914,3.491093229968101e-05,0.0005890524480491877,0.003893644781783223,0.7670233845710754,3.42183256149292
700,0.0075469352304935455,0.05954520031809807,0.00022285028535407037,0.0012154363794252276,0.010370890609920025,0.8240412473678589,3.491903781890869
750,0.0024133631959557533,0.03179256245493889,2.98647464660462e-05,0.0005859925295226276,0.0030299362260848284,0.8294209837913513,3.4742517471313477
800,0.005291224457323551,0.08739112317562103,6.692816532449797e-05,0.0004212147614452988,0.00683441711589694,0.847160279750824,3.572981119155884
850,0.002769698854535818,0.016411304473876953,5.899239840800874e-05,0.0003920499875675887,0.0035237357951700687,0.8402522206306458,3.6363866329193115
900,0.004614153876900673,0.030186954885721207,5.2954897000745405e-06,0.0005507398163899779,0.004968978464603424,0.8672748804092407,3.7119791507720947
950,0.004582757130265236,0.011341232806444168,0.0002912751806434244,0.0005683802883140743,0.007608921267092228,0.8879647850990295,3.766213893890381
1000,0.0025012907572090626,0.06552528589963913,1.7588663467904553e-05,0.00027868288452737033,0.003332430263981223,0.8836070895195007,3.801356554031372
1050,0.0019468897953629494,0.00859674159437418,0.0001955332700163126,0.0003111403784714639,0.003988189622759819,0.8951709270477295,3.8541812896728516
1100,0.003846671897917986,0.014903427101671696,1.8811919289873913e-05,0.00031615415355190635,0.004183825571089983,0.8725418448448181,3.9030275344848633
1150,0.003058364847674966,0.019242247566580772,0.00023369946575257927,0.0001785203057806939,0.0055877817794680595,0.9164965152740479,3.9608800411224365
1200,0.0025563803501427174,0.013455286622047424,9.277894605475012e-06,0.00016793422400951385,0.0027837122324854136,0.9082143902778625,4.00773811340332
1250,0.005798401311039925,0.008758174255490303,0.00021102848404552788,0.00010557756468188018,0.007996267639100552,0.9353153109550476,4.05439567565918
1300,0.001802355400286615,0.007102398667484522,1.974682709260378e-05,0.0003039436705876142,0.0020708476658910513,0.9351077079772949,4.091454982757568
1350,0.002928332658484578,0.02605513669550419,2.8363115234242287e-06,0.00012575673463288695,0.0032172473147511482,0.941817045211792,4.102199554443359
1400,0.0031708525493741035,0.008291391655802727,7.806609573890455e-06,0.0001769680093275383,0.0033318325877189636,0.9184459447860718,4.158227920532227
