number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
98,0.06925330311059952,2026-05-17 19:11:18.189455,2026-05-17 19:11:18.331191,0 days 00:00:00.141736,0.9061835113042828,0.9918403376151632,80,1.6034191572820913,0.1466295393094523,0.004516885288941555,2,0.7557676305809862,4000,PRUNED
99,0.03861267864704132,2026-05-17 19:11:18.337627,2026-05-17 19:11:18.527385,0 days 00:00:00.189758,0.9169278769150251,0.9911186183014569,96,1.0241920174817831,0.09126628056252736,0.005632406690259333,4,0.5110269079730512,5000,PRUNED
100,0.14908085763454437,2026-05-17 19:11:18.533407,2026-05-17 19:11:18.740411,0 days 00:00:00.207004,0.9273605230988926,0.9900546175558927,112,2.633628050653149,0.05766108065858668,0.00010976238395314383,5,0.4457105274914363,5000,PRUNED
101,0.043154194951057434,2026-05-17 19:11:18.746502,2026-05-17 19:11:18.938196,0 days 00:00:00.191694,0.888595199808003,0.9904366388044736,80,1.8782290643698232,0.31406708587895243,0.006924042976355447,4,0.809994855246121,3000,PRUNED
102,0.01023805234581232,2026-05-17 19:11:18.945474,2026-05-17 19:11:20.015287,0 days 00:00:01.069813,0.9001148687967305,0.9916351466727003,128,3.834293922628394,0.08137762779186836,0.00702001946988157,5,0.8139400528277306,4000,PRUNED
103,0.03737422823905945,2026-05-17 19:11:20.021642,2026-05-17 19:11:20.242720,0 days 00:00:00.221078,0.8993951399311454,0.9914730219745471,128,4.127649982549782,0.1294208238051281,0.007571794375353998,5,0.8514973805065728,4000,PRUNED
104,0.11625941842794418,2026-05-17 19:11:20.248818,2026-05-17 19:11:26.644036,0 days 00:00:06.395218,0.8945353718149918,0.9923205378487147,128,3.3806576312936985,0.0719622455518118,0.009938791334511168,5,0.8034895974737157,3000,PRUNED
105,0.04577586427330971,2026-05-17 19:11:26.651459,2026-05-17 19:11:26.888487,0 days 00:00:00.237028,0.9444949945176963,0.9914920454518029,128,7.985270202823311,0.02104652726664275,0.005062656294320328,5,0.7759882789754037,5000,PRUNED
106,0.0023706513457000256,2026-05-17 19:11:26.895149,2026-05-17 19:11:36.855250,0 days 00:00:09.960101,0.9075684350684062,0.990682890279938,128,1.1181897450416407,0.03879591898638153,0.008160943061235208,4,0.3284842113419027,2000,COMPLETE
107,0.021594969555735588,2026-05-17 19:11:36.864554,2026-05-17 19:11:37.272909,0 days 00:00:00.408355,0.9636880549758202,0.99061844798038,96,1.4054399095340357,0.014865404624261483,0.008261170466328361,4,0.32923056731985323,2000,PRUNED
108,0.0606834776699543,2026-05-17 19:11:37.281688,2026-05-17 19:11:37.449888,0 days 00:00:00.168200,0.9122768978013998,0.9910094765975422,112,1.1453132901171603,0.02933894552703195,0.002606456561120004,3,0.3036978497554902,2000,PRUNED
109,0.018242713063955307,2026-05-17 19:11:37.457721,2026-05-17 19:11:37.947550,0 days 00:00:00.489829,0.8610307475486614,0.9939465382610244,80,1.2268957405275578,0.03762205490743302,0.0030762266699659777,4,0.4195762303213332,1000,PRUNED
