epoch,loss_data,loss_phys,loss_ic,loss_bc,loss_val,loss_total
50,0.0,0.001330937840975821,0.03253026679158211,0.0018170283874496818,0.037522729486227036,0.350127637386322
100,0.0,0.0013536059996113181,0.02195092663168907,0.0017206345219165087,0.029105892404913902,0.24348364770412445
150,0.0,0.0001162479238701053,0.04079575836658478,0.0006498289294540882,0.04558785632252693,0.4150370955467224
200,0.0,4.919682032777928e-05,0.056467343121767044,0.0006328143063001335,0.05357368290424347,0.5712475776672363
250,0.0,0.0005796740297228098,0.029330015182495117,0.003135259496048093,0.04368482530117035,0.32755112648010254
300,0.0,9.393380605615675e-05,0.04324296861886978,8.486907609039918e-05,0.04320480674505234,0.4337480068206787
350,0.0,0.0009397113462910056,0.020481353625655174,0.0005258219898678362,0.02666391059756279,0.21477031707763672
400,0.0,0.0022306330502033234,0.007127131801098585,8.395654731430113e-05,0.020237909629940987,0.08326404541730881
450,0.0,0.003945996519178152,0.0049103545024991035,0.0006673034513369203,0.026224538683891296,0.07550656795501709
500,0.0,0.0010363057954236865,0.0017486655851826072,2.988226515299175e-05,0.014849663712084293,0.022967007011175156
550,0.0,0.0013519608182832599,0.001936545129865408,1.4123535038379487e-05,0.008085185661911964,0.026266491040587425
600,0.0,0.003068955847993493,0.0017164418241009116,2.6186662580585107e-05,0.012462365441024303,0.03277106210589409
650,0.0,0.0009287648717872798,0.0016711396165192127,5.431132649391657e-06,0.005686451680958271,0.0214095301926136
700,0.0,0.0005843869876116514,0.0018753568874672055,3.3467592857050477e-06,0.0054990858770906925,0.02170897275209427
750,0.0,0.0009111688123084605,0.0011117832036688924,4.287160209059948e-06,0.0075456821359694,0.0157165490090847
800,0.0,0.001700185937806964,0.0007580234669148922,4.431099114299286e-06,0.005031850654631853,0.016125475987792015
850,0.0,0.0008134158561006188,0.0011671242536976933,9.484090696787462e-06,0.0040437825955450535,0.015833161771297455
900,0.0,0.0003141218039672822,0.0005168239586055279,3.187309857821674e-06,0.0035820528864860535,0.006770721636712551
950,0.0,0.0004436469462234527,0.0009885441977530718,4.118341621506261e-06,0.0043413820676505566,0.012144859880208969
1000,0.0,0.0009113934356719255,0.00035188274341635406,2.0430948097782675e-06,0.003661402966827154,0.008096225559711456
1050,0.0,0.0002478526730556041,0.0015025446191430092,4.050907591590658e-06,0.003881378099322319,0.016305217519402504
1100,0.0,0.0004302969900891185,0.0019327146001160145,6.990040219534421e-06,0.00476297689601779,0.021548530086874962
1150,0.0,0.0007265214808285236,0.0003405043389648199,2.4773753466433845e-06,0.004347005859017372,0.007062424439936876
1200,0.0,0.00031867521465756,0.0018919626018032432,1.4885545169818215e-05,0.0031382113229483366,0.0206618569791317
1250,0.0,0.0005395889165811241,0.0008008346194401383,4.0797790461510886e-06,0.0032409485429525375,0.010747088119387627
1300,0.0,0.00045977241825312376,0.0006854101084172726,4.72796864414704e-06,0.002787624020129442,0.009200243279337883
1350,0.0,0.0006319121457636356,0.00041152662015520036,2.3156542283686576e-06,0.002828676952049136,0.007297983393073082
1400,0.0,0.0007716487161815166,0.001099833520129323,6.800883625146525e-07,0.0038698811549693346,0.014863379299640656
1450,0.0,0.0004534035106189549,0.0007559711812064052,1.2640341083169915e-05,0.005629391875118017,0.009953132830560207
1500,0.0,0.0003963689669035375,0.00036542536690831184,1.276565217267489e-05,0.0024443611036986113,0.005763755179941654
1550,0.0,0.00044821202754974365,0.00027533911634236574,3.530591584421927e-06,0.0028466663789004087,0.0050297570414841175
1600,0.0,0.00028500636108219624,0.0002487988385837525,8.867698966241733e-07,0.0024273644667118788,0.0039218878373503685
1650,0.0,0.0002483299467712641,0.0002809701254591346,2.3577208594360854e-06,0.0022750443313270807,0.004074928350746632
1700,0.0,0.000354411662556231,0.00043545590597204864,4.549707682599546e-06,0.0022123781964182854,0.006172114051878452
1750,0.0,0.00027258918271400034,0.0004669906629715115,1.3817616490996443e-06,0.002185166347771883,0.006046670023351908
1800,0.0,0.00048732224968262017,0.0011371911969035864,0.00015110000094864517,0.004843965172767639,0.015319524332880974
1850,0.0,0.00043693711631931365,0.00021341706451494247,3.892497716151411e-06,0.001899499213322997,0.004357781261205673
1900,0.0,0.0004844862560275942,0.000227432232350111,7.796244062774349e-06,0.002901881467550993,0.004774716217070818
1950,0.0,0.00036216014996171,9.097986185224727e-05,4.430759418028174e-06,0.0026611078064888716,0.002764906967058778
2000,0.0,0.00030334494658745825,0.0004890292184427381,8.87465489540773e-07,0.001865923753939569,0.006415891461074352
2050,0.0,0.00025937205646187067,0.00014350182027556002,5.318010607879842e-06,0.0017205128679051995,0.0027850584592670202
2100,0.0,0.00026363396318629384,0.0005776534671895206,2.530604979256168e-05,0.003600447904318571,0.007347764912992716
2150,0.0,0.00020674624829553068,0.0004857270687352866,3.883972112816991e-06,0.0018054131651297212,0.005929841659963131
2200,0.0,0.00025699075195007026,0.0012148745590820909,0.00016981649969238788,0.004244745243340731,0.015131864696741104
2250,0.0,0.0002779687929432839,0.0012946005444973707,4.302506204112433e-05,0.004041433800011873,0.01476610079407692
2300,0.0,0.0003963771741837263,0.00015425383753608912,4.234938387526199e-06,0.0019942380022257566,0.003566773608326912
2350,0.0,0.0004025061789434403,6.851965736132115e-05,2.487802021278185e-06,0.001894767046906054,0.002722605364397168
2400,0.0,0.000460344017483294,0.0003207562549505383,5.056884333498601e-07,0.0017005628906190395,0.005514339543879032
2450,0.0,0.00032524875132367015,0.000510724144987762,1.5392731711472152e-06,0.0015780858229845762,0.00674887839704752
2500,0.0,0.000348650966770947,8.667047222843394e-05,4.906930257675413e-07,0.0018093788530677557,0.002614866476505995
