epoch,loss_data,loss_phys,loss_ic,loss_val,loss_total,zeta_hat,omega_0_hat
1250,0.001755796722136438,0.011826902627944946,3.625574754551053e-05,0.00024718980421312153,0.00223662331700325,1.2714040279388428,2.096065044403076
1300,0.002776268171146512,0.012966356240212917,6.065358320483938e-05,0.00025099876802414656,0.003512467723339796,1.249670147895813,2.1320271492004395
1350,0.0013936778996139765,0.014109816402196884,3.502213803585619e-05,0.0002308597177034244,0.0018849974730983377,1.2852237224578857,2.1493701934814453
1400,0.0022221473045647144,0.015349839814007282,2.2780965082347393e-05,0.000316728837788105,0.0026034554466605186,1.3292983770370483,2.174290180206299
1450,0.0021340942475944757,0.00850688200443983,1.2653144040086772e-05,0.0003288344305474311,0.002345694461837411,1.3256217241287231,2.231114149093628
1500,0.002541276393458247,0.007084882352501154,4.6982102503534406e-05,0.00011319307668600231,0.0030819461680948734,1.3476933240890503,2.2349042892456055
1550,0.0016301911091431975,0.01148900669068098,1.980096203624271e-05,0.0007043630466796458,0.001943090814165771,1.348938226699829,2.2745180130004883
1600,0.002283065114170313,0.017550893127918243,0.00021462190488819033,0.00044820577022619545,0.004604793153703213,1.3591625690460205,2.2709951400756836
1650,0.0043082586489617825,0.01533422153443098,3.965819632867351e-05,0.00024052422668319196,0.004858182743191719,1.3604408502578735,2.25221848487854
1700,0.004709059372544289,0.006043527740985155,8.173619789886288e-06,0.0003350373008288443,0.004851230885833502,1.3648271560668945,2.247926950454712
1750,0.00281735323369503,0.010320479050278664,1.48714298120467e-05,0.0005254793795756996,0.0030692722648382187,1.3636833429336548,2.2193872928619385
1800,0.004646002780646086,0.01569277048110962,5.7742301578400657e-05,0.0001483247324358672,0.005380353890359402,1.3572131395339966,2.2247350215911865
1850,0.0021068654023110867,0.02433023974299431,5.5035579862305894e-06,0.0003609787963796407,0.00240520341321826,1.338931918144226,2.2168116569519043
1900,0.003410189412534237,0.015011941082775593,2.2781652660341933e-05,0.00022684114810544997,0.0037881252355873585,1.3386813402175903,2.2762563228607178
1950,0.0018955112900584936,0.02344130165874958,6.4376465161331e-05,0.0001605139405000955,0.0027736888732761145,1.3602771759033203,2.2794342041015625
2000,0.002854499965906143,0.012630036100745201,3.650969301816076e-05,0.0002442435943521559,0.003345897188410163,1.3862837553024292,2.259355068206787
2050,0.0034278291277587414,0.022940251976251602,6.565618377862847e-07,0.00033340114168822765,0.003663797164335847,1.3560397624969482,2.2544596195220947
2100,0.0023892989847809076,0.01009112223982811,2.1352756448322907e-05,0.00011589135101530701,0.002703737700358033,1.3642839193344116,2.328192949295044
2150,0.003513530595228076,0.00714828260242939,2.2119264031061903e-05,0.00027132031391374767,0.0038062059320509434,1.3947948217391968,2.368325710296631
2200,0.0016401554457843304,0.020563257858157158,5.782446532975882e-05,0.000321817904477939,0.002424032660201192,1.4445656538009644,2.339665174484253
2250,0.0026572428178042173,0.006267963908612728,2.0176479665678926e-05,0.0004798118898179382,0.0029216872062534094,1.3834322690963745,2.3282289505004883
2300,0.003840432269498706,0.02054600976407528,2.0118848624406382e-05,0.0004007111710961908,0.004247081000357866,1.3716130256652832,2.3019678592681885
2350,0.0038840470369905233,0.0472840815782547,6.124180345068453e-06,0.0012733273906633258,0.004418129567056894,1.369538426399231,2.2549307346343994
2400,0.00444825179874897,0.017855960875749588,4.0074617572827265e-05,0.00013553387543652207,0.005027557723224163,1.308807134628296,2.279340982437134
2450,0.002006934490054846,0.027355853468179703,2.5589170036255382e-05,0.00031422305619344115,0.002536384854465723,1.3589327335357666,2.291516065597534
2500,0.0025475318543612957,0.01983451470732689,4.500620889302809e-06,0.00016719767882023007,0.002790883183479309,1.3772172927856445,2.322404623031616
2550,0.0018417845712974668,0.0023086138535290956,6.0854181356262416e-06,0.0003552924026735127,0.0019257247913628817,1.4489893913269043,2.3415722846984863
2600,0.006125622894614935,0.007634459529072046,1.7893242329591885e-05,0.00021499238209798932,0.0063808998093008995,1.4458063840866089,2.3726587295532227
2650,0.0031702357809990644,0.005413329228758812,7.038155308691785e-05,0.0001295825932174921,0.003928184509277344,1.4561659097671509,2.3599283695220947
2700,0.0022008935920894146,0.013514864258468151,7.056121830828488e-06,0.00011246410576859489,0.0024066034238785505,1.4280809164047241,2.3851468563079834
2750,0.002345857210457325,0.027901526540517807,1.1465097031759797e-06,0.0001103176546166651,0.0026363374199718237,1.4406144618988037,2.4248697757720947
2800,0.0020446653943508863,0.01338873989880085,0.0001689160126261413,0.0001473484589951113,0.003867712803184986,1.4788261651992798,2.405019998550415
2850,0.005185313522815704,0.005698611494153738,1.038482878357172e-05,0.00011142018774989992,0.005346148274838924,1.505534291267395,2.4302449226379395
2900,0.00457791518419981,0.020308842882514,3.5548218875192106e-05,0.000347201363183558,0.005136485677212477,1.473478078842163,2.4620933532714844
2950,0.002525485586374998,0.02114812657237053,0.00011438369983807206,0.0003001929144375026,0.0038808039389550686,1.4249099493026733,2.4209346771240234
3000,0.0017644618637859821,0.0071524507366120815,1.583507764735259e-05,0.0001384810166200623,0.001994337188079953,1.4541600942611694,2.406912326812744
3050,0.00306615955196321,0.008779441006481647,1.3691180811292725e-06,0.00041958995279856026,0.003167645074427128,1.4624078273773193,2.423605442047119
3100,0.0021733874455094337,0.0038409086409956217,9.13705207494786e-06,0.00023840962967369705,0.002303167013451457,1.4970821142196655,2.4244894981384277
3150,0.0016686387825757265,0.008862582966685295,4.226753389957594e-06,0.0003627511905506253,0.001799532095901668,1.4963401556015015,2.459261178970337
3200,0.0018240524223074317,0.009570961818099022,1.321937634202186e-05,5.019917807658203e-05,0.0020519557874649763,1.5060638189315796,2.4859561920166016
3250,0.0020098628010600805,0.0029502103570848703,1.2160045116615947e-05,0.00014231022214516997,0.0021609654650092125,1.5357372760772705,2.4924910068511963
3300,0.0030495463870465755,0.004978951066732407,4.109022120246664e-05,7.840227044653147e-05,0.0035102381370961666,1.519291639328003,2.5098371505737305
3350,0.0009429865749552846,0.005822344683110714,6.398015557351755e-06,0.00019017064187210053,0.0010651901829987764,1.5320026874542236,2.512895107269287
3400,0.0037530858535319567,0.00491468608379364,5.8637201618694235e-06,0.00011075389193138108,0.003860869910567999,1.5525540113449097,2.5313241481781006
3450,0.002693095011636615,0.005248367320746183,1.8982195797434542e-06,5.9319077990949154e-05,0.002764560980722308,1.5547655820846558,2.541208028793335
3500,0.0030335874762386084,0.0021268369164317846,3.252174337831093e-06,9.166805102722719e-05,0.003087377641350031,1.5916786193847656,2.5147159099578857
3550,0.00150620739441365,0.004782903008162975,1.993306250369642e-05,0.00018693915626499802,0.001753367017954588,1.5707207918167114,2.540839195251465
3600,0.002757725538685918,0.0038424606900662184,3.078687586821616e-05,7.39240858820267e-05,0.003104018745943904,1.5596729516983032,2.570934534072876
3650,0.0020628173369914293,0.005185199435800314,8.024408998608124e-06,0.0003093568084295839,0.0021949135698378086,1.5871871709823608,2.5424962043762207
3700,0.0026475514750927687,0.0039584399200975895,2.1670498426829e-06,0.00010766404739115387,0.002708806423470378,1.5661605596542358,2.5701260566711426
3750,0.0044817994348704815,0.005890080239623785,2.1960916001262376e-06,0.00019558233907446265,0.00456266151741147,1.5726640224456787,2.5887463092803955
