run,zeta_true,zeta_pred,omega_0_true,omega_0_pred,abs_error_zeta,rel_error_zeta_pct,abs_error_omega_0,rel_error_omega_0_pct,best_val_loss,damped_case
1,1.2738991002001492,1.117475152015686,1.0869717819503293,0.9720749855041504,0.15642394818446315,12.279147395573679,0.1148967964461789,10.570356871640413,0.0029554327484220266,overdamped
2,1.0,0.9131402373313904,1.4905010577662516,1.4656959772109985,0.08685976266860962,8.685976266860962,0.0248050805552531,1.6642108656016241,0.0023736772127449512,critically_damped
3,0.1871929212671971,0.12319517135620117,1.7297308454093836,1.3400959968566895,0.06399774991099594,34.18812499840539,0.38963484855269415,22.525750152791975,0.0038584540598094463,underdamped
4,1.0,0.9645839929580688,1.7036584209685275,1.7273224592208862,0.03541600704193115,3.5416007041931152,0.023664038252358743,1.3890130768646551,0.002727092942222953,critically_damped
5,1.9458957346770092,1.4811491966247559,3.9894745360950994,3.0546133518218994,0.4647465380522533,23.88342446977996,0.9348611842732,23.433190908099963,0.0026430205907672644,overdamped
6,1.0,0.8847500085830688,2.6778921917697622,2.5768959522247314,0.11524999141693115,11.524999141693115,0.10099623954503079,3.7714826554792897,0.0028567698318511248,critically_damped
7,0.37585574494007284,0.3751744031906128,1.4747078736023833,1.503428339958191,0.0006813417494600515,0.18127746047055526,0.028720466355807606,1.9475359744062324,0.0034561404027044773,underdamped
8,0.4913051182532464,0.4446696937084198,1.2026387108155905,1.112788438796997,0.04663542454482661,9.492151172906787,0.08985027201859341,7.47109428713299,0.002990177134051919,underdamped
9,1.1572613809174928,1.0633405447006226,3.5050678532664126,3.2757644653320312,0.0939208362168702,8.115784192367023,0.22930338793438132,6.542052751437918,0.0025454163551330566,overdamped
10,1.64782972681977,1.4588050842285156,0.5297291577066695,0.4611751139163971,0.1890246425912543,11.47112711433253,0.06855404379027241,12.941338567629558,0.0027163170743733644,overdamped
11,0.5645223301391754,0.6686824560165405,3.381695737092432,3.8656394481658936,0.10416012587736512,18.45101961718429,0.48394371107346146,14.310681643096437,0.002954545198008418,underdamped
12,1.55037275710557,1.2740870714187622,0.9644375534970708,0.8391528129577637,0.2762856856868079,17.820597299620548,0.12528474053930716,12.990446098352566,0.002485669683665037,overdamped
13,1.3070483709907246,1.0830681324005127,3.6761412915478697,3.1744821071624756,0.22398023859021188,17.13633891150011,0.5016591843853941,13.646352101286249,0.002755319932475686,overdamped
14,0.06396018712468077,0.027934106066823006,1.8768318287444201,1.168056845664978,0.03602608105785776,56.325790585368885,0.7087749830794421,37.76443750709432,0.03372696787118912,underdamped
15,0.3340944879460958,0.333215594291687,1.5495214315065766,1.588871717453003,0.0008788936544087966,0.2630673914472366,0.03935028594642631,2.5395122097902583,0.0031792903319001198,underdamped
16,0.7660327959901132,0.7084900736808777,1.5495797334615156,1.5639410018920898,0.05754272230923552,7.5117831260553745,0.014361268430574281,0.926784735270994,0.0023437589406967163,underdamped
17,1.294328670981296,1.1956697702407837,0.822821690418656,0.7878191471099854,0.09865890074051231,7.622399391470948,0.0350025433086707,4.253964585068391,0.002677458105608821,overdamped
18,1.4154267659895114,1.1851571798324585,1.0989720471021893,0.9792868494987488,0.23026958615705295,16.268562365081014,0.11968519760344054,10.890649850378903,0.002402443438768387,overdamped
19,0.6038637524152247,0.6651309132575989,3.436784521191855,3.7006165981292725,0.06126716084237416,10.145858332666744,0.2638320769374176,7.676712790999255,0.0026022803504019976,underdamped
20,1.0,1.0013110637664795,3.3085933896564437,3.420426368713379,0.0013110637664794922,0.13110637664794922,0.11183297905693523,3.380076240451768,0.0024509415961802006,critically_damped
21,0.8896579007536443,0.9959201216697693,0.32137132156872783,0.3326191008090973,0.10626222091612503,11.94416649659476,0.01124777924036946,3.499932472339176,0.002807615092024207,underdamped
