epoch,loss_data,loss_phys,loss_ic,loss_bc,loss_val,loss_total,nu_hat
50,0.04182102903723717,0.002385827712714672,0.027346765622496605,0.0007124764961190522,0.03476214408874512,2.807480573654175,1.272923231124878
100,0.025950586423277855,0.0015131712425500154,0.020168904215097427,0.004466989543288946,0.021604573354125023,2.102642774581909,1.15024733543396
150,0.025436168536543846,0.0012807833263650537,0.014380858279764652,0.0009726881980895996,0.029149701818823814,1.4860566854476929,1.3028315305709839
200,0.018469655886292458,0.002833058824762702,0.008523369207978249,0.0002521483111195266,0.021427851170301437,0.9016586542129517,1.2495191097259521
250,0.0022406186908483505,0.002429732121527195,0.002464471384882927,0.0001327952486462891,0.009816603735089302,0.2743130624294281,0.9366647005081177
300,0.008133694529533386,0.0007063765660859644,0.004533861298114061,0.00014808970445301384,0.007822558283805847,0.4700644910335541,0.7548515200614929
350,0.006311694625765085,0.0014233019901439548,0.0006103761261329055,0.0002571474469732493,0.0074779074639081955,0.08415379375219345,0.6314208507537842
400,0.0033688098192214966,0.0022697816602885723,0.0019719256088137627,0.00015452958177775145,0.008532687090337276,0.22480449080467224,0.539092481136322
450,0.010763279162347317,0.0014594256645068526,0.0004287203191779554,1.2959730156580918e-05,0.0036173020489513874,0.06835916638374329,0.47220170497894287
500,0.009600035846233368,0.0004312297678552568,0.001439236686564982,5.527954726858297e-06,0.0032439257483929396,0.15789128839969635,0.42153558135032654
550,0.0038638426922261715,0.0009734167833812535,0.0007274050731211901,1.2345541108516045e-05,0.0022393728140741587,0.08646197617053986,0.387704074382782
600,0.0015779422828927636,0.0004523287934716791,0.0006098872399888933,6.760606538591674e-06,0.004217994399368763,0.0671575590968132,0.36357662081718445
650,0.001886464306153357,0.00047146546421572566,0.0004483634256757796,5.4718157116440125e-06,0.0018358613597229123,0.051492176949977875,0.34435853362083435
700,0.0025533409789204597,0.0005889069871045649,0.00017373540322296321,1.1141383765789215e-05,0.001739762257784605,0.025927364826202393,0.32849156856536865
750,0.001751048257574439,0.0007242396823130548,0.00024276475596707314,4.7193161663017236e-06,0.002133886096999049,0.03331711143255234,0.32024312019348145
800,0.0015371424378827214,0.00040423142490908504,0.0003664142859634012,1.3131082596373744e-05,0.0018893774831667542,0.04235219582915306,0.3138917088508606
850,0.0017115528462454677,0.0005250945105217397,0.00045078512630425394,7.416384505631868e-06,0.0014150580391287804,0.052115172147750854,0.31015458703041077
900,0.0018793627386912704,0.0004878265899606049,0.0001913965679705143,1.9759971110033803e-05,0.0013381416210904717,0.026094885542988777,0.3055458068847656
950,0.0019885117653757334,0.0003187621769029647,0.0002852807519957423,2.499824586266186e-05,0.0014906087890267372,0.0339541919529438,0.30079808831214905
1000,0.0010788373183459044,0.0002661357575561851,3.676736378110945e-05,1.5939507647999562e-05,0.0012552693951874971,0.007576325908303261,0.2947469651699066
1050,0.0009089527884498239,0.00022134269238449633,2.561572182457894e-05,1.0161215868720319e-05,0.0009928799699991941,0.005785563960671425,0.2887955605983734
1100,0.000695761467795819,0.0002848373260349035,7.506520341848955e-05,2.0430665244930424e-05,0.00100596877746284,0.011254962533712387,0.2830134630203247
1150,0.001405201619490981,0.00020673831750173122,1.5331224858528003e-05,8.574908861191943e-06,0.0008378145284950733,0.005091456230729818,0.2718409299850464
1200,0.0006626851391047239,0.0002580424479674548,2.733043766056653e-05,5.623342985927593e-06,0.0008473737980239093,0.0060323867946863174,0.2678394317626953
1250,0.0006339632091112435,0.00015134256682358682,1.8115915736416355e-05,7.350131454586517e-06,0.0007144398405216634,0.004032481927424669,0.2636069059371948
1300,0.0003553502319846302,0.00010523739183554426,1.2870151294919197e-05,6.0171960285515524e-06,0.0009992076084017754,0.0027549113146960735,0.25926172733306885
1350,0.0008384028333239257,0.00011852162424474955,1.0353352990932763e-05,7.649639883311465e-06,0.0007790293311700225,0.0031354508828371763,0.25310152769088745
1400,0.0003582091594580561,9.230546856997535e-05,5.572158897848567e-06,5.723348294850439e-06,0.0005302366334944963,0.0018957132706418633,0.246982142329216
1450,0.0005252989940345287,0.00015020222053863108,8.591474397690035e-06,7.450465545844054e-06,0.0004957560449838638,0.002960973186418414,0.24083490669727325
1500,0.0007728460477665067,0.00011007445573341101,8.27231997391209e-06,7.973211722855922e-06,0.00048217401490546763,0.0027805548161268234,0.2331697940826416
1550,0.0005921085830777884,9.991534170694649e-05,8.247398363891989e-05,8.806715413811617e-06,0.0004940275684930384,0.00992672797292471,0.2299301028251648
1600,0.0006222230149433017,6.396315438905731e-05,1.4049683159100823e-05,7.888085747254081e-06,0.00035757897421717644,0.0027457037940621376,0.22424763441085815
1650,0.0001500205253250897,0.0001012465072562918,1.972215159184998e-06,3.958652087021619e-06,0.0003492787654977292,0.0013992937747389078,0.21822507679462433
1700,0.00030273039010353386,0.00013312090595718473,1.176680871139979e-05,7.165695933508687e-06,0.00034230525488965213,0.002882277127355337,0.21346597373485565
1750,0.0003272338944952935,8.352856821147725e-05,9.122181654674932e-05,0.00011146517499582842,0.00023197708651423454,0.011399352923035622,0.20911236107349396
1800,0.00032187020406126976,4.728504063677974e-05,4.241080205247272e-06,8.098963917291258e-06,0.00020010743173770607,0.001299818279221654,0.20369412004947662
1850,0.0002039186074398458,9.255009354092181e-05,2.1899516013945686e-06,4.072453066328308e-06,0.00018721412925515324,0.0013891392154619098,0.19875700771808624
1900,0.0003743757260963321,0.00010117035708390176,6.0834918258478865e-06,3.302817276562564e-06,0.00016983826935756952,0.002027456648647785,0.19619716703891754
1950,0.0002235050778836012,9.006416075862944e-05,1.9972790141764563e-06,3.866851329803467e-06,0.00014397698396351188,0.00136254308745265,0.19335687160491943
2000,0.0003729365998879075,4.9254864279646426e-05,1.6840987882460468e-05,1.6037756722653285e-05,0.00015193215222097933,0.0027099614962935448,0.19029754400253296
2050,0.0001633161591598764,5.24000461155083e-05,1.1127198149551987e-06,2.859877895389218e-06,0.000129764957819134,0.0008271873230114579,0.1869509518146515
2100,0.00012076119310222566,4.792073377757333e-05,1.4636796549893916e-05,1.7229680452146567e-05,0.00013308229972608387,0.0022359448485076427,0.18521912395954132
