run,zeta_true,zeta_pred,omega_0_true,omega_0_pred,abs_error_zeta,rel_error_zeta_pct,abs_error_omega_0,rel_error_omega_0_pct,best_val_loss,damped_case
1,1.7487955000405213,2.3451902866363525,0.3514865140714423,0.43249812722206116,0.5963947865958312,34.10317481844002,0.08101161315061883,23.04828490066979,2.0305387806729414e-05,overdamped
2,0.262358980346843,0.2827153205871582,1.276584699838308,1.2816450595855713,0.020356340240315185,7.75896453531103,0.0050603597472633766,0.3963982764249267,0.00010858586756512523,underdamped
3,0.08431153109987083,0.08640832453966141,2.940038768049127,2.9479386806488037,0.0020967934397905785,2.486959271688272,0.007899912599676817,0.2687009669916302,3.9391074096783996e-05,underdamped
4,1.3048077949501433,1.231805443763733,1.4444226602416625,1.3882195949554443,0.07300235118641041,5.594873932309687,0.05620306528621821,3.8910401251123425,3.605606980272569e-05,overdamped
5,0.24410469719127004,0.24991898238658905,3.1940440800141237,3.1669692993164062,0.005814285195319013,2.38188173444413,0.027074780697717404,0.8476645913289237,3.813298462773673e-05,underdamped
6,0.6835222224538805,0.682177722454071,1.2727890940276387,1.2453553676605225,0.0013444999998094564,0.19670172463195582,0.027433726367116273,2.1554023754481153,3.0029512345208786e-05,underdamped
7,0.2515966537325071,0.2621663808822632,1.0587970559199535,1.0683436393737793,0.01056972714975607,4.201060305433795,0.009546583453825752,0.9016443142195029,8.295521547552198e-05,underdamped
8,1.2147537944235933,1.1396623849868774,1.2413946863216967,1.1978455781936646,0.07509140943671588,6.18161554888142,0.043549108128032143,3.508079147420063,1.2603324648807757e-05,overdamped
9,1.0,1.6277610063552856,1.0781296633167976,2.1141197681427,0.6277610063552856,62.776100635528564,1.0359901048259026,96.09142017656251,0.005509467795491219,critically_damped
10,0.5767574409179989,0.5802767872810364,0.6747035353742632,0.6978253126144409,0.0035193463630375232,0.6101952247787108,0.02312177724017772,3.4269536215416294,6.29523565294221e-05,underdamped
11,0.3267098021453698,0.3482286334037781,2.6390079953938486,2.5737478733062744,0.021518831258408255,6.586527590266003,0.06526012208757415,2.472903538052171,6.758718518540263e-05,underdamped
12,1.0,0.9277298450469971,3.860118749389948,3.1461002826690674,0.07227015495300293,7.227015495300293,0.7140184667208804,18.497318685693898,0.0009760187822394073,critically_damped
13,0.10368158900280822,0.10956644266843796,2.243728838084362,2.231390953063965,0.005884853665629741,5.675890697884993,0.01233788502039701,0.5498830701365313,0.00015318786608986557,underdamped
14,1.0,1.3278515338897705,2.410879193618948,3.286630868911743,0.3278515338897705,32.78515338897705,0.8757516752927952,36.3249920448404,0.00034439071896485984,critically_damped
15,0.5950950371059706,0.5719545483589172,0.5818966315335925,0.5881216526031494,0.023140488747053323,3.888536671317025,0.006225021069556913,1.0697812518953458,1.1587500921450555e-05,underdamped
1,1.9551845714796179,1.5041038990020752,3.420122129382097,2.6762962341308594,0.4510806724775427,23.071002045406896,0.7438258952512378,21.74851853567061,0.00010827906953636557,overdamped
2,1.2857651944222837,1.38303804397583,1.271180271152171,1.383923053741455,0.09727284955354643,7.565366520692978,0.11274278258928416,8.869141942165015,9.967692676582374e-06,overdamped
3,1.930417730884482,2.706068754196167,1.7442131039920752,2.44881010055542,0.7756510233116849,40.180475495130054,0.7045969965633447,40.39626780412871,2.9806044040014967e-05,overdamped
4,1.4871596484000624,5.127257823944092,0.3748867296695362,1.1007016897201538,3.640098175544029,244.7684873281878,0.7258149600506176,193.60913646914784,0.0004769130318891257,overdamped
5,1.2276943139053198,1.0536787509918213,3.8321998919284566,3.3301541805267334,0.1740155629134985,14.174176824192628,0.5020457114017232,13.100718270441824,0.00010076366015709937,overdamped
6,0.8136039985049643,2.875779390335083,1.0048512666342375,3.503936529159546,2.0621753918301184,253.4618064340223,2.499085262525308,248.70200650649795,0.004414136987179518,underdamped
7,1.1801864878418098,1.0274908542633057,3.4937423756602097,3.075110673904419,0.15269563357850413,12.938263160234657,0.4186317017557908,11.982328882411723,0.00010216084046987817,overdamped
8,1.4867209679075952,1.1617099046707153,3.5719243745835345,2.797818422317505,0.3250110632368799,21.860932229556102,0.7741059522660296,21.671958056398825,0.00017238434520550072,overdamped
9,1.1117698862075238,1.645251750946045,0.3893774358309202,0.5042365789413452,0.5334818647385211,47.98491768457029,0.114859143110425,29.498150776333226,4.477092079469003e-05,overdamped
10,1.4036921918709209,1.124859094619751,3.968063952347733,3.197636365890503,0.2788330972511699,19.864262184113546,0.7704275864572301,19.41570488049723,0.0001673142978688702,overdamped
