epoch,loss_data,loss_phys,loss_ic,loss_val,loss_total
50,0.09499449282884598,0.2743256986141205,0.16815027594566345,0.09497866034507751,0.09773775190114975
100,0.06367075443267822,0.45716211199760437,0.06412793695926666,0.06197333335876465,0.0682423785328865
150,0.046382609754800797,1.3484212160110474,0.04343697428703308,0.06636032462120056,0.05986682325601578
200,0.028270479291677475,0.5698854923248291,0.02886810712516308,0.022968869656324387,0.03396933525800705
250,0.020643647760152817,0.3213539719581604,0.06330609321594238,0.008472449146211147,0.02385718747973442
300,0.006233785767108202,0.08732447773218155,0.11060866713523865,0.005341054871678352,0.007107030600309372
350,0.005103784613311291,0.1455092579126358,0.13739366829395294,0.0015696935588493943,0.006558877415955067
400,0.009387774392962456,0.1580359935760498,0.057196687906980515,0.006424841936677694,0.010968133807182312
450,0.0087578808888793,0.11274050921201706,0.07199244201183319,0.00634310208261013,0.00988528598099947
500,0.012299907393753529,0.08176165074110031,0.08889904618263245,0.004975260701030493,0.013117523863911629
550,0.0057019321247935295,0.07828062027692795,0.08537571132183075,0.0006910748197697103,0.006484738551080227
600,0.006829725578427315,0.08220882713794708,0.0487886518239975,0.009644032455980778,0.007651813793927431
650,0.005070885643362999,0.09192582219839096,0.05045199766755104,0.0036060966085642576,0.005990143865346909
700,0.008850246667861938,0.08227160573005676,0.04985147714614868,0.004248533397912979,0.009672963060438633
750,0.0016657474916428328,0.0946614220738411,0.06361912190914154,0.0017239679582417011,0.0026123616844415665
800,0.010273831896483898,0.07699022442102432,0.03508405387401581,0.0019348845817148685,0.011043733917176723
850,0.007530759088695049,0.11776561290025711,0.02010646089911461,0.00304983276873827,0.008708415552973747
900,0.004551525693386793,0.05249902606010437,0.03591578081250191,0.0016832150286063552,0.005076515953987837
950,0.010083809494972229,0.11870970577001572,0.04083633795380592,0.012281707488000393,0.011270906776189804
1000,0.0024467664770781994,0.058004435151815414,0.044426530599594116,0.0010700132697820663,0.0030268109403550625
1050,0.005056313704699278,0.05614824965596199,0.03566407784819603,0.002370022237300873,0.005617796443402767
1100,0.004952171817421913,0.032227419316768646,0.04622074216604233,0.0011906955623999238,0.005274446215480566
1150,0.0022701965644955635,0.052478473633527756,0.021963827311992645,0.0010089999996125698,0.002794981235638261
1200,0.0033217838499695063,0.06437457352876663,0.025162603706121445,0.0018314634216949344,0.00396552961319685
1250,0.0036259463522583246,0.05613139271736145,0.03668954595923424,0.0029776212759315968,0.004187260288745165
1300,0.005206149537116289,0.06164135783910751,0.0366014689207077,0.0022262593265622854,0.005822563078254461
1350,0.004145606886595488,0.0536821223795414,0.024486694484949112,0.0017909648595377803,0.004682428203523159
1400,0.00436333566904068,0.08221930265426636,0.020408347249031067,0.0031459510792046785,0.0051855286583304405
1450,0.002135316841304302,0.044193051755428314,0.03130440413951874,0.0011256939033046365,0.002577247330918908
1500,0.007737963926047087,0.06756726652383804,0.031624261289834976,0.00599063653498888,0.008413637056946754
1550,0.014503465965390205,0.23429495096206665,0.042703673243522644,0.005182160530239344,0.016846414655447006
1600,0.014280730858445168,0.13614192605018616,0.02216179668903351,0.0018633524887263775,0.01564214937388897
1650,0.0034145445097237825,0.04726053774356842,0.01905817538499832,0.002163257682695985,0.0038871499709784985
1700,0.0031782304868102074,0.041355233639478683,0.024949394166469574,0.0015817693201825023,0.0035917828790843487
1750,0.005942709278315306,0.12185592949390411,0.01435850840061903,0.0064904410392045975,0.007161268498748541
1800,0.007167295087128878,0.05717547610402107,0.02404782548546791,0.0034969819243997335,0.007739049848169088
1850,0.005523994565010071,0.042994752526283264,0.03686341643333435,0.0014664068585261703,0.005953941959887743
1900,0.003594519104808569,0.09027741104364395,0.03346611186861992,0.003023985307663679,0.004497293382883072
1950,0.0017597087426111102,0.0654878318309784,0.02493046596646309,0.0016646042931824923,0.002414586953818798
2000,0.005005226470530033,0.07177959382534027,0.018547723069787025,0.0006132078706286848,0.005723022390156984
2050,0.008024337701499462,0.07183769345283508,0.011540493927896023,0.003550849622115493,0.008742714300751686
2100,0.004811466671526432,0.04840480908751488,0.03063970059156418,0.0015929215587675571,0.005295514594763517
2150,0.003880611388012767,0.06653032451868057,0.027293747290968895,0.002214176347479224,0.004545914474874735
2200,0.0033939878921955824,0.05215884745121002,0.01708754524588585,0.0010406181681901217,0.003915576264262199
2250,0.0020225399639457464,0.039336882531642914,0.020279724150896072,0.0007012252463027835,0.002415908733382821
2300,0.0018283643294125795,0.07558462768793106,0.022758370265364647,0.001348045072518289,0.0025842105969786644
2350,0.0027106667403131723,0.14162969589233398,0.028360065072774887,0.0017891746247187257,0.004126963671296835
2400,0.0046373773366212845,0.06503190845251083,0.01530424878001213,0.0030464837327599525,0.005287696607410908
