number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
80,0.002521817572414875,2026-05-19 10:02:10.230268,2026-05-19 10:02:10.438624,0 days 00:00:00.208356,128,4.479931051113882,0.042037290664274946,0.004239720221416249,4,0.5892762636580949,2000,PRUNED
81,0.00016012490959838033,2026-05-19 10:02:10.445241,2026-05-19 10:02:10.824957,0 days 00:00:00.379716,112,3.136245760242967,1.299907463256299,0.007125898829825962,4,0.46661657541005996,2000,PRUNED
82,3.546529114828445e-05,2026-05-19 10:02:10.833111,2026-05-19 10:02:11.538641,0 days 00:00:00.705530,112,3.416764339620277,1.5030094917206906,0.008862046803846769,4,0.3971511954992365,2000,PRUNED
83,4.216289198666345e-06,2026-05-19 10:02:11.547858,2026-05-19 10:02:15.206964,0 days 00:00:03.659106,128,4.216602275689195,1.0089537836168496,0.007698363318043426,4,0.31824298986216437,2000,COMPLETE
84,0.001748731592670083,2026-05-19 10:02:15.219495,2026-05-19 10:02:15.410969,0 days 00:00:00.191474,128,4.099831281249749,0.6510183382662181,0.007443822679344382,3,0.30111870372882726,2000,PRUNED
85,3.6445464502321556e-05,2026-05-19 10:02:15.417248,2026-05-19 10:02:16.308985,0 days 00:00:00.891737,128,8.401669455959027,4.468776252592801,0.0013962418918074487,4,0.3269127589664528,1000,PRUNED
86,0.00013410674000624567,2026-05-19 10:02:16.318372,2026-05-19 10:02:16.712003,0 days 00:00:00.393631,128,2.330961286692099,0.9725298351930928,0.006372017177980075,4,0.35644182740674324,2000,PRUNED
87,8.72023738338612e-05,2026-05-19 10:02:16.718920,2026-05-19 10:02:17.148094,0 days 00:00:00.429174,128,5.421054469467961,3.080395765280379,0.0002695872129709808,5,0.3533363549031962,3000,PRUNED
88,0.00010193730122409761,2026-05-19 10:02:17.155741,2026-05-19 10:02:17.615382,0 days 00:00:00.459641,128,10.942590606051754,1.9219786821531497,0.0032583715149924718,5,0.31636626877023516,2000,PRUNED
89,0.00011407533747842535,2026-05-19 10:02:17.622898,2026-05-19 10:02:18.053460,0 days 00:00:00.430562,112,6.67254004724536,0.19157791385037434,0.0021035174878904976,4,0.6103007091324599,4000,PRUNED
90,0.0020908883307129145,2026-05-19 10:02:18.059974,2026-05-19 10:02:18.239419,0 days 00:00:00.179445,64,4.700207067710876,6.243207789984096,0.008643612702333808,3,0.5569923861640728,1000,PRUNED
91,0.000845089671202004,2026-05-19 10:02:18.246432,2026-05-19 10:02:18.446841,0 days 00:00:00.200409,112,2.658396992314022,1.1060656086080571,0.00984535638188723,4,0.37900816845645297,2000,PRUNED
92,7.609959538967814e-06,2026-05-19 10:02:18.453178,2026-05-19 10:02:22.081544,0 days 00:00:03.628366,128,3.970117096990492,0.7224053787096901,0.00857260409367177,4,0.3027212881762417,2000,COMPLETE
93,0.0001794729323592037,2026-05-19 10:02:22.091246,2026-05-19 10:02:22.467067,0 days 00:00:00.375821,112,2.9716278246737744,0.5219503920557215,0.007444730244716382,4,0.4957628498951443,2000,PRUNED
94,5.120521745993756e-05,2026-05-19 10:02:22.473438,2026-05-19 10:02:23.328773,0 days 00:00:00.855335,128,1.9722467902322571,1.3424025838213056,0.00035899801026125514,4,0.5815623766477213,2000,PRUNED
95,3.969944009440951e-05,2026-05-19 10:02:23.336586,2026-05-19 10:02:23.971513,0 days 00:00:00.634927,128,3.3908296487465046,0.3755935746227019,0.006652939799143466,4,0.4296813209850065,2000,PRUNED
96,0.005157718434929848,2026-05-19 10:02:23.978062,2026-05-19 10:02:24.204758,0 days 00:00:00.226696,96,1.6733680519719765,3.84980977737572,0.009150252603250067,4,0.6243880044304039,1000,PRUNED
97,7.348032522713766e-05,2026-05-19 10:02:24.211833,2026-05-19 10:02:24.571364,0 days 00:00:00.359531,112,7.629208633801048,2.2976611544105063,0.00550619494517175,4,0.6682764429255215,2000,PRUNED
98,0.003913507796823978,2026-05-19 10:02:24.577979,2026-05-19 10:02:24.778658,0 days 00:00:00.200679,48,5.941358639295686,1.563241168889007,0.0008540374417632896,4,0.3837052020382861,2000,PRUNED
99,0.016449185088276863,2026-05-19 10:02:24.785275,2026-05-19 10:02:24.981230,0 days 00:00:00.195955,128,45.40163378257347,0.8052060713797591,0.000646648613742702,4,0.5974102841582895,2000,PRUNED
100,0.0009419090929441154,2026-05-19 10:02:24.987661,2026-05-19 10:02:25.208459,0 days 00:00:00.220798,112,2.752959689131384,1.8968389313705234,0.006104715857476224,5,0.41401612645498764,1000,PRUNED
101,0.0011709753889590502,2026-05-19 10:02:25.214717,2026-05-19 10:02:25.455287,0 days 00:00:00.240570,96,4.845322658189845,3.4079816625066366,0.0004774246536426443,6,0.6869686375099269,2000,PRUNED
