number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
28,0.039908867329359055,2026-05-19 00:09:23.783882,2026-05-19 00:09:23.981698,0 days 00:00:00.197816,96,59.60710360410062,0.7493727629653077,0.00978447599368575,4,0.5497705278035329,3000,PRUNED
29,0.09201717376708984,2026-05-19 00:09:23.988509,2026-05-19 00:09:24.222585,0 days 00:00:00.234076,80,15.854629149104188,1.0733630100509852,0.00043324874404618774,6,0.747976665161351,5000,PRUNED
30,0.06315969675779343,2026-05-19 00:09:24.229107,2026-05-19 00:09:24.463456,0 days 00:00:00.234349,112,1.489640714469024,5.152301075957681,0.0002531278360124861,5,0.6777746069297628,1000,PRUNED
31,0.00010516895417822525,2026-05-19 00:09:24.469664,2026-05-19 00:09:41.451516,0 days 00:00:16.981852,112,1.244519460779512,0.48823250565750187,0.005447501845663944,6,0.812355603970472,4000,COMPLETE
32,0.05125848948955536,2026-05-19 00:09:41.463654,2026-05-19 00:09:41.714549,0 days 00:00:00.250895,128,1.0071403128847234,0.599402219230699,0.006774649821319949,6,0.8263009296045067,4000,PRUNED
33,0.015076534822583199,2026-05-19 00:09:41.721872,2026-05-19 00:09:42.388959,0 days 00:00:00.667087,112,2.8850279543007153,2.1196325642426386,0.004583421204302014,6,0.7434636338162629,3000,PRUNED
34,0.018003560602664948,2026-05-19 00:09:42.395541,2026-05-19 00:09:43.018467,0 days 00:00:00.622926,96,1.6531107562456444,0.03386349758284921,0.003571214275848953,6,0.8893871961398969,4000,PRUNED
35,0.00012904968752991408,2026-05-19 00:09:43.024889,2026-05-19 00:09:56.389812,0 days 00:00:13.364923,112,2.629557046296721,0.1389315556602366,0.007303416754470403,5,0.7788535525967761,3000,COMPLETE
36,0.15525388717651367,2026-05-19 00:09:56.401991,2026-05-19 00:09:56.657130,0 days 00:00:00.255139,32,15.182275249142327,0.008380795406954248,0.003440447741482186,5,0.6355412324410232,5000,PRUNED
37,0.08201450109481812,2026-05-19 00:09:56.663661,2026-05-19 00:09:56.957327,0 days 00:00:00.293666,16,6.0668916888583295,0.32623037845134517,0.002012919066546547,6,0.7006796534361726,4000,PRUNED
38,0.06584729254245758,2026-05-19 00:09:56.965796,2026-05-19 00:09:57.212180,0 days 00:00:00.246384,80,2.0080934868110343,1.4648666558248566,0.0001113717572032857,6,0.8556337399165652,5000,PRUNED
39,0.02774994820356369,2026-05-19 00:09:57.218826,2026-05-19 00:09:57.532283,0 days 00:00:00.313457,128,1.3212937044646136,0.07408390537496719,0.005510299489635373,3,0.46971636487442076,3000,PRUNED
40,0.039637234061956406,2026-05-19 00:09:57.541384,2026-05-19 00:09:57.767894,0 days 00:00:00.226510,48,14.754171871364653,0.22535035640231732,0.00858983092068102,5,0.8077847003694358,3000,PRUNED
41,0.0654912143945694,2026-05-19 00:09:57.775403,2026-05-19 00:09:57.941948,0 days 00:00:00.166545,48,1.9647835942009948,0.13814440777422524,0.004762401428105243,3,0.3254852738944713,5000,PRUNED
42,0.05663878470659256,2026-05-19 00:09:57.948178,2026-05-19 00:09:58.103957,0 days 00:00:00.155779,16,1.0189733581418612,0.5766774499065668,0.00388755796359742,2,0.3016007767663688,5000,PRUNED
43,0.029522880911827087,2026-05-19 00:09:58.110287,2026-05-19 00:09:58.471274,0 days 00:00:00.360987,32,1.7405479646898825,0.03571344592510508,0.0066112754484969815,4,0.4256149139320614,5000,PRUNED
44,0.05652280151844025,2026-05-19 00:09:58.478236,2026-05-19 00:09:58.632202,0 days 00:00:00.153966,48,1.2469748140581742,0.9130350770709001,0.00835914068547936,2,0.519101368968495,4000,PRUNED
45,0.09895656257867813,2026-05-19 00:09:58.638330,2026-05-19 00:09:58.810604,0 days 00:00:00.172274,32,3.627711421141427,0.16863073977194284,0.0025435311790330778,3,0.74186034088921,2000,PRUNED
46,0.07173827290534973,2026-05-19 00:09:58.816882,2026-05-19 00:09:58.985824,0 days 00:00:00.168942,64,2.3481074546244076,0.2983066251345943,0.0009119181537993274,3,0.4006117325847126,5000,PRUNED
47,0.049254052340984344,2026-05-19 00:09:58.992740,2026-05-19 00:09:59.187488,0 days 00:00:00.194748,96,74.06491127596415,1.7626859566400714,0.0015156166016162876,4,0.3644860038547343,4000,PRUNED
48,0.057788457721471786,2026-05-19 00:09:59.194291,2026-05-19 00:09:59.370538,0 days 00:00:00.176247,112,7.998538067531401,3.334078633529737,0.005826472733340489,3,0.6380274826522142,1000,PRUNED
49,0.04002226144075394,2026-05-19 00:09:59.376794,2026-05-19 00:09:59.610451,0 days 00:00:00.233657,48,1.8564733706197314,0.09904377215721646,0.004119320896556683,6,0.5719850908989471,2000,PRUNED
50,0.19305667281150818,2026-05-19 00:09:59.616617,2026-05-19 00:09:59.836799,0 days 00:00:00.220182,32,23.22638218820746,0.019979903114283434,0.003240434410087215,5,0.7030474327466109,5000,PRUNED
51,0.04551203176379204,2026-05-19 00:09:59.843393,2026-05-19 00:10:00.085761,0 days 00:00:00.242368,112,1.2298842684466038,0.4496190595964546,0.008190358712782174,6,0.8208210194550478,4000,PRUNED
52,0.00010966231639031321,2026-05-19 00:10:00.092272,2026-05-19 00:10:13.796389,0 days 00:00:13.704117,112,1.1515445432451035,0.5662774045620603,0.005287415323244471,6,0.7952786668415227,4000,COMPLETE
53,0.04879035800695419,2026-05-19 00:10:13.804519,2026-05-19 00:10:14.089522,0 days 00:00:00.285003,128,1.3732717029463324,0.8045895833613549,0.006143807909211105,6,0.8662453938413313,4000,PRUNED
54,0.052067652344703674,2026-05-19 00:10:14.095952,2026-05-19 00:10:14.381176,0 days 00:00:00.285224,96,28.903312130221295,0.44155613559488055,0.004414005985193783,6,0.7650410175277197,4000,PRUNED
55,0.05365759879350662,2026-05-19 00:10:14.387826,2026-05-19 00:10:14.612738,0 days 00:00:00.224912,128,4.861835771284161,1.111721577984534,0.0077518833685494256,5,0.8353022089547844,3000,PRUNED
56,0.0384148433804512,2026-05-19 00:10:14.622127,2026-05-19 00:10:14.854310,0 days 00:00:00.232183,112,1.5054618019731576,0.30184433346421824,0.009495297628168458,4,0.7217567478135423,5000,PRUNED
57,4.7596746298950166e-05,2026-05-19 00:10:14.861836,2026-05-19 00:10:35.982989,0 days 00:00:21.121153,96,2.4402882481272425,0.1972756436166849,0.006255532391606076,6,0.5156428556473345,4000,COMPLETE
58,0.038820747286081314,2026-05-19 00:10:35.994227,2026-05-19 00:10:36.212563,0 days 00:00:00.218336,80,2.449100839553433,0.04579548317796388,0.0023709668316065154,5,0.5034967037837467,5000,PRUNED
59,0.00027956272242590785,2026-05-19 00:10:36.220562,2026-05-19 00:10:53.102532,0 days 00:00:16.881970,96,3.438438779477706,0.12333236163948574,0.007100621504316218,6,0.44070467870590174,3000,COMPLETE
