epoch,loss_data,loss_phys,loss_ic,loss_val,loss_total
50,0.19038717448711395,0.0034693623892962933,0.9121838808059692,0.15266694128513336,9.659161567687988
100,0.1877785325050354,0.010434480383992195,0.7636970281600952,0.1416730433702469,8.868197441101074
150,0.09378193318843842,0.01525694876909256,0.5908378958702087,0.1203288733959198,7.52785587310791
200,0.12394732981920242,0.014076964929699898,0.6053544282913208,0.11897306144237518,7.585187911987305
250,0.08156822621822357,0.02455338090658188,0.30951887369155884,0.07458728551864624,5.632094860076904
300,0.10379088670015335,0.01752481982111931,0.47166284918785095,0.1033213809132576,6.572901248931885
350,0.04250188171863556,0.023734398186206818,0.2861064672470093,0.07176484912633896,5.277006149291992
400,0.08560169488191605,0.05479814112186432,0.2733117938041687,0.06767198443412781,8.298534393310547
450,0.0391026996076107,0.022507622838020325,0.27326032519340515,0.06855708360671997,5.022468566894531
500,0.032810769975185394,0.023093605414032936,0.2168208658695221,0.05681651458144188,4.510379791259766
550,0.1052614077925682,0.017703192308545113,0.3924914300441742,0.08572816848754883,5.800495147705078
600,0.10941418260335922,0.05224102735519409,0.518733561038971,0.087306909263134,10.520853042602539
650,0.035955872386693954,0.01988471858203411,0.13060522079467773,0.03390456363558769,3.330479860305786
700,0.0680004358291626,0.014768420718610287,0.3046359121799469,0.06733355671167374,4.5912017822265625
750,0.008283753879368305,0.011218562722206116,0.03922932595014572,0.010387522168457508,1.5224332809448242
800,0.016397157683968544,0.021785926073789597,0.1159193217754364,0.026167400181293488,3.3541831970214844
850,0.014432183466851711,0.011079823598265648,0.04347965493798256,0.015880519524216652,1.55721116065979
900,0.0025587903801351786,0.015745263546705246,0.005837094970047474,0.001623412361368537,1.6354560852050781
950,0.002190267201513052,0.0019520296482369304,0.0008485298021696508,0.00031312298960983753,0.20587852597236633
1000,0.0023608070332556963,0.0034469591919332743,0.0011663608020171523,0.0004215361550450325,0.3587203621864319
1050,0.001418777392245829,0.0014034894993528724,0.0003832359507214278,0.00019952008733525872,0.1456000953912735
1100,0.0018141210312023759,0.0011392059968784451,0.00030930357752367854,0.00018152568372897804,0.11882775276899338
1150,0.005219894461333752,0.0012127183144912124,0.0045537096448242664,0.0010078167542815208,0.1720288246870041
1200,0.0017307488014921546,0.0008154446841217577,0.00017759096226654947,0.00012751005124300718,0.08505112677812576
1250,0.0012429633643478155,0.001391792669892311,0.000549265940207988,0.00028595083858817816,0.14591488242149353
1300,0.0028863761108368635,0.0005876332870684564,8.280497422674671e-05,7.489245035685599e-05,0.062477756291627884
1350,0.0014967931201681495,0.0011929553002119064,3.656028275145218e-05,6.176926399348304e-05,0.1211579218506813
1400,0.0026214723475277424,0.00035157037200406194,4.4275893742451444e-05,4.6791330532869324e-05,0.038221266120672226
1450,0.0027315092738717794,0.0026735449209809303,0.0033063613809645176,0.0006236571352928877,0.30314961075782776
1500,0.002816533436998725,0.000239927539951168,1.5346548025263473e-05,2.5419069061172195e-05,0.026962753385305405
1550,0.0012979527236893773,0.0009580416372045875,6.580937042599544e-05,0.000100752804428339,0.09776020795106888
1600,0.001304530305787921,0.00021548375661950558,4.1967054130509496e-05,2.4936125555541366e-05,0.023272575810551643
1650,0.0029533577617257833,0.003172861412167549,0.0003047963255085051,0.0002831048041116446,0.3232874572277069
1700,0.001796454656869173,0.0004323445027694106,5.530540511244908e-05,5.4310468840412796e-05,0.04558395594358444
1750,0.003727448871359229,0.0009175856248475611,0.00158123136498034,0.0005284277140162885,0.1112983301281929
1800,0.0024253607261925936,0.00011795970931416377,3.2614178735457244e-07,2.536327428970253e-06,0.014224592596292496
1850,0.0025535873137414455,0.0042563546448946,0.0007518160855397582,0.0002652544644661248,0.4357072114944458
1900,0.001742436783388257,6.70094887027517e-05,8.081009582383558e-06,4.24706604462699e-06,0.008524195291101933
1950,0.001720758737064898,0.0007513489690609276,0.0003464049950707704,6.773343193344772e-05,0.08031970262527466
2000,0.0039065200835466385,0.0004732529050670564,4.661534330807626e-05,6.464749458245933e-05,0.05169796198606491
2050,0.0027183210477232933,0.00013757729902863503,1.5067410458868835e-05,1.2412815522111487e-05,0.01662672497332096
2100,0.0034986704122275114,0.0007367333164438605,0.0002668033412192017,6.617669714614749e-05,0.0798400342464447
2150,0.003477388294413686,0.002013492863625288,7.883962098276243e-05,0.0001570121239637956,0.2056150734424591
2200,0.003174257930368185,0.01010201871395111,0.001114075188525021,0.0006625921814702451,1.0245169401168823
2250,0.001775378012098372,0.0006756938528269529,0.00012200328637845814,6.354220386128873e-05,0.07056479156017303
2300,0.0020735817961394787,7.481496868422255e-05,5.952086667093681e-06,4.227029421599582e-06,0.009614599868655205
2350,0.0032133033964782953,0.0016378231812268496,2.1744355763075873e-05,0.00020601738651748747,0.1672130525112152
2400,0.0022703350987285376,9.511665120953694e-05,1.2691328265646007e-05,3.2727214147598715e-06,0.01190891396254301
2450,0.0017647526692599058,0.00010040641063824296,6.958052836125717e-07,4.629059276339831e-06,0.011812351644039154
