number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
53,0.03640079125761986,2026-05-17 19:18:30.311327,2026-05-17 19:18:30.519248,0 days 00:00:00.207921,0.8668759841921988,0.996476952441389,32,19.079113067265588,0.1299452560202381,0.0025822369687139406,5,0.419902633998112,2000,PRUNED
54,0.025537418201565742,2026-05-17 19:18:30.526643,2026-05-17 19:18:30.762569,0 days 00:00:00.235926,0.88695822316472,0.9972389631486372,64,1.5491273548024713,1.137675786305817,0.009805134027019446,6,0.32828879443070946,1000,PRUNED
55,0.00287763518281281,2026-05-17 19:18:30.769175,2026-05-17 19:18:31.156131,0 days 00:00:00.386956,0.9747331515075818,0.9985594366251099,48,29.362543901202343,0.7543419448816404,0.006096214444091017,5,0.3492690013386469,4000,PRUNED
56,0.0031039149034768343,2026-05-17 19:18:31.162257,2026-05-17 19:18:31.600997,0 days 00:00:00.438740,0.9319165341973498,0.9956764559829022,112,1.1993774449729413,0.42251483081671115,0.0016740136396348677,6,0.440271148862282,2000,PRUNED
57,0.20447641611099243,2026-05-17 19:18:31.607549,2026-05-17 19:18:31.818233,0 days 00:00:00.210684,0.9449951792733653,0.9996386891311907,16,45.01721998001269,0.24255855667044238,0.0004451212083198355,5,0.36215116458839336,3000,PRUNED
58,0.0027192169800400734,2026-05-17 19:18:31.824465,2026-05-17 19:18:32.255908,0 days 00:00:00.431443,0.9229079296280762,0.9990645256946613,64,5.74938863751595,3.64612012940393,0.002407936275990051,6,0.7213973440278949,1000,PRUNED
59,0.00802438985556364,2026-05-17 19:18:32.262492,2026-05-17 19:18:32.410965,0 days 00:00:00.148473,0.9848116734927321,0.997935576404449,80,3.6910038571119435,0.08205560665323211,0.0008321460872263596,2,0.6691203972484486,2000,PRUNED
60,0.04172153398394585,2026-05-17 19:18:32.416902,2026-05-17 19:18:32.585968,0 days 00:00:00.169066,0.8778635652137814,0.996548463220664,48,86.57969412011057,0.35493756771762636,0.002043973037516382,3,0.6010716353106227,1000,PRUNED
61,0.0023739722091704607,2026-05-17 19:18:32.591872,2026-05-17 19:18:47.156482,0 days 00:00:14.564610,0.8605308024949956,0.9995125590752792,32,27.52648818186042,5.174723014929201,0.004396494339249614,6,0.3464387415930349,2000,COMPLETE
62,0.0023779375478625298,2026-05-17 19:18:47.164872,2026-05-17 19:19:02.236835,0 days 00:00:15.071963,0.85854370238763,0.9998846659926188,32,32.56224810418095,9.897192516078462,0.003777237517578807,6,0.3003181287786112,3000,COMPLETE
63,0.0061501627787947655,2026-05-17 19:19:02.244720,2026-05-17 19:19:02.527132,0 days 00:00:00.282412,0.8651483346336055,0.9993707141043263,16,22.7337507440234,0.05023524975824979,0.007255008270024828,6,0.3958548467514719,2000,PRUNED
64,0.0023546020966023207,2026-05-17 19:19:02.535746,2026-05-17 19:19:17.153058,0 days 00:00:14.617312,0.8745649750837576,0.9987692815297747,32,38.063680173776376,2.7959152484409824,0.003232336379766471,6,0.3388350137085758,4000,COMPLETE
65,0.0023585869930684566,2026-05-17 19:19:17.162459,2026-05-17 19:19:32.329187,0 days 00:00:15.166728,0.8790391623422729,0.9988250471785622,48,38.44316790187188,1.6676976456855162,0.0032191405258314154,6,0.32334881762315987,4000,COMPLETE
66,0.002356321085244417,2026-05-17 19:19:32.337234,2026-05-17 19:19:47.432078,0 days 00:00:15.094844,0.891995161362342,0.9988918590805583,48,59.331047878636504,2.649145635473677,0.0029452157709374547,6,0.3709727717014774,4000,COMPLETE
67,0.0023689044173806906,2026-05-17 19:19:47.441356,2026-05-17 19:20:02.490377,0 days 00:00:15.049021,0.8919179834370812,0.9952058302785186,48,63.08927616697304,2.9786216825260214,0.0028637207897951335,6,0.7741717187713839,4000,COMPLETE
68,0.024411816149950027,2026-05-17 19:20:02.501713,2026-05-17 19:20:02.750085,0 days 00:00:00.248372,0.8739710003210485,0.9990516204042192,48,71.8349229096986,6.943477891165632,0.00013686088173473396,5,0.3702546905163973,4000,PRUNED
69,0.004247965756803751,2026-05-17 19:20:02.759215,2026-05-17 19:20:02.993426,0 days 00:00:00.234211,0.9085896399388871,0.9984748813655226,64,48.52641943726532,2.4995830364233846,0.0013970153404646072,6,0.5686803815150839,5000,PRUNED
70,0.05814288556575775,2026-05-17 19:20:03.000583,2026-05-17 19:20:03.193866,0 days 00:00:00.193283,0.9544924138137731,0.9919232055896883,32,7.940005647316756,1.2872364476607654,0.00019721761599066876,4,0.380995738780769,4000,PRUNED
71,0.002355497796088457,2026-05-17 19:20:03.201777,2026-05-17 19:20:17.707584,0 days 00:00:14.505807,0.8791381792599896,0.9987512450640045,48,41.873491413861515,1.6057176755894493,0.0033061827166608426,6,0.3164716647449042,4000,COMPLETE
72,0.0023581981658935547,2026-05-17 19:20:17.715869,2026-05-17 19:20:32.405711,0 days 00:00:14.689842,0.8866907544727423,0.9977540520670491,48,51.82459788873796,1.9498322146331342,0.0021330807391080828,6,0.316057099610777,4000,COMPLETE
73,0.12679807841777802,2026-05-17 19:20:32.414544,2026-05-17 19:20:32.660756,0 days 00:00:00.246212,0.8837292573780176,0.9976272265770261,48,53.20277825622164,0.0011273568002424996,0.0016704467263141027,6,0.31427359282881584,4000,PRUNED
74,0.0026932747568935156,2026-05-17 19:20:32.668627,2026-05-17 19:20:33.112462,0 days 00:00:00.443835,0.8928868816375122,0.9971916192208924,48,69.70636404283259,3.9781352205571485,0.0022664652689380264,6,0.3379349140198585,4000,PRUNED
75,0.0023663288448005915,2026-05-17 19:20:33.119865,2026-05-17 19:20:46.838229,0 days 00:00:13.718364,0.9014853471264117,0.9981408493303681,64,40.99752932850582,1.9467033799534055,0.004986373289749198,6,0.41006880656041206,4000,COMPLETE
76,0.0025494727306067944,2026-05-17 19:20:46.847181,2026-05-17 19:20:47.391248,0 days 00:00:00.544067,0.8843425954615196,0.9988071827103351,48,83.69376395104972,2.9466590595772537,0.0028197498240814475,6,0.3588150309416733,5000,PRUNED
77,0.017330151051282883,2026-05-17 19:20:47.397956,2026-05-17 19:20:47.690249,0 days 00:00:00.292293,0.8745507428466581,0.9979704941501426,32,35.038562787769706,1.4655030430958842,0.0019394453070619494,6,0.3323733167861592,4000,PRUNED
78,0.0023579320404678583,2026-05-17 19:20:47.697276,2026-05-17 19:21:02.074855,0 days 00:00:14.377579,0.8921997106819963,0.9990540827741814,48,52.55662006112776,2.4067678109375774,0.0026562740590332797,6,0.31525395537103773,4000,COMPLETE
79,0.0023612624499946833,2026-05-17 19:21:02.083136,2026-05-17 19:21:16.519062,0 days 00:00:14.435926,0.8920014112009725,0.9991390976407755,64,60.859369235690956,1.1137516526706333,0.004104879466927537,6,0.45580396319447597,5000,COMPLETE
80,0.002358502708375454,2026-05-17 19:21:16.529056,2026-05-17 19:21:29.042721,0 days 00:00:12.513665,0.8981215319195405,0.9996779607415776,96,42.54855323061231,4.60252948688515,0.003466458730406088,5,0.3834958086279159,4000,COMPLETE
81,0.0024585803039371967,2026-05-17 19:21:29.050704,2026-05-17 19:21:29.486819,0 days 00:00:00.436115,0.8805743718069439,0.9984183470978155,48,54.91109808184352,2.495968219551488,0.002366593414809549,6,0.32034868257546323,4000,PRUNED
