trial,state,rmse,hidden,n_layers,lambda_phys,lambda_ic,lr,scheduler_gamma,scheduler_step
274,complete,1.214257372339489e-05,32,5,0.7123739833207953,4.564604283000439,0.009880570324568936,0.38136773581503636,5000
343,complete,5.800417511636624e-06,32,5,0.8044496748137664,7.98701242503214,0.0078001449949454725,0.4920499375839766,1000
360,complete,1.0252571883029304e-05,32,5,0.8744839457095595,4.3401325224011025,0.0067028915443993016,0.4319118917308498,4000
396,complete,1.0966859917971306e-05,32,5,0.30375444008013264,6.9897341609379975,0.007537147055836758,0.45216746176333794,3000
407,complete,9.61922705755569e-06,32,5,0.7751795438736752,6.862203706443909,0.0038535565957841713,0.7780532881346932,4000
416,complete,1.1203480426047463e-05,32,5,0.8501462897162668,4.250704371305617,0.007075837255332431,0.7530183617560476,4000
435,complete,9.508778020972386e-06,32,5,0.9199437029444425,4.476422155195,0.006578979852425909,0.4564212945919746,3000
532,complete,1.3484259397955611e-05,32,4,1.0139276468284504,11.342908031650229,0.009240083132537482,0.4435459563346612,2000
544,complete,1.234950923389988e-05,32,5,0.4301198525005042,5.490351152980904,0.007003408439224998,0.4444381342481869,1000
565,complete,3.2344773899239954e-06,32,5,0.3228331106808352,2.341046423028018,0.003323009725144113,0.6552047866853444,1000
646,complete,1.6728261471143924e-05,32,5,0.41785016536193836,6.111299631829666,0.005687220054982815,0.6748431755115479,4000
704,complete,1.4025609743839595e-05,32,5,0.6155512206162199,6.128744108973294,0.0063878342225733836,0.4844142625469774,4000
786,complete,1.0641029803082347e-05,32,5,0.2550684625195819,4.273571087029937,0.004968542740064149,0.31062447950855937,3000
837,complete,1.0904635928454809e-05,32,5,0.6106223310633111,4.049558628518912,0.00911883061983674,0.8549152664224037,4000
850,complete,1.3246023627289105e-05,32,5,0.5880694972056484,4.0699040449673065,0.008706723243901504,0.8654149515725579,3000
965,complete,5.70356814932893e-06,32,5,0.6568110703247595,4.789239002402187,0.003971405251581205,0.4677531185400578,1000
