number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
56,0.0008819095091894269,2026-05-19 00:39:29.066925,2026-05-19 00:39:29.244612,0 days 00:00:00.177687,32,1.5338713362641736,0.5319513689805232,0.007592082205341611,3,0.38086614382008455,5000,PRUNED
57,0.0002414493210380897,2026-05-19 00:39:29.252330,2026-05-19 00:39:29.572699,0 days 00:00:00.320369,32,2.6459263154744366,0.25424136746779596,0.003573380304963209,3,0.3523142129549689,4000,PRUNED
58,0.0040532974526286125,2026-05-19 00:39:29.580452,2026-05-19 00:39:29.755807,0 days 00:00:00.175355,16,1.9509734936509189,0.05004046856597069,0.0066311601336383865,3,0.44405306931262994,5000,PRUNED
59,0.0009828906040638685,2026-05-19 00:39:29.763638,2026-05-19 00:39:29.959651,0 days 00:00:00.196013,32,3.888755618059652,0.17189246289858606,0.008125125924624195,4,0.734446135390153,4000,PRUNED
60,0.000909619964659214,2026-05-19 00:39:29.967868,2026-05-19 00:39:30.110357,0 days 00:00:00.142489,48,79.6930450353803,2.446363422760305,0.005110603192729681,2,0.41681534229482714,5000,PRUNED
61,0.01774849370121956,2026-05-19 00:39:30.118285,2026-05-19 00:39:30.285642,0 days 00:00:00.167357,128,3.3764042768478206,1.310371191220407,0.009950288039300656,3,0.4694950088344302,3000,PRUNED
62,5.582417088589864e-06,2026-05-19 00:39:30.293787,2026-05-19 00:39:33.831636,0 days 00:00:03.537849,32,3.1524523409950573,0.5795435396108322,0.008543929974390319,4,0.3164728566481389,4000,COMPLETE
63,7.503339293180034e-05,2026-05-19 00:39:33.842928,2026-05-19 00:39:34.267876,0 days 00:00:00.424948,32,2.9882050826115942,0.5141557234960827,0.00831401740948543,4,0.31124996965150564,4000,PRUNED
64,0.001006099279038608,2026-05-19 00:39:34.274471,2026-05-19 00:39:34.476252,0 days 00:00:00.201781,32,1.191629041134954,0.9452725302057121,0.006744414261720115,4,0.36245144851944994,4000,PRUNED
65,8.457033982267603e-05,2026-05-19 00:39:34.482614,2026-05-19 00:39:34.841516,0 days 00:00:00.358902,48,1.9875875961951446,0.34149655784579475,0.00560884075867985,4,0.32961005950787187,5000,PRUNED
66,0.026936177164316177,2026-05-19 00:39:34.847812,2026-05-19 00:39:35.020991,0 days 00:00:00.173179,16,2.6268619057524614,0.715810322339094,0.004710370924776941,3,0.3943112272931888,4000,PRUNED
67,0.004747720435261726,2026-05-19 00:39:35.027210,2026-05-19 00:39:35.215495,0 days 00:00:00.188285,32,1.5708852680962784,0.001543803292670395,0.008465761839895124,4,0.30118622896847264,3000,PRUNED
68,0.00010289665078744292,2026-05-19 00:39:35.222065,2026-05-19 00:39:35.517680,0 days 00:00:00.295615,96,3.3063861286538314,0.2159107816251227,0.007002876759893316,3,0.3834996797694037,5000,PRUNED
69,1.6932728613028303e-05,2026-05-19 00:39:35.523955,2026-05-19 00:39:39.453613,0 days 00:00:03.929658,48,6.616420710972737,1.7253543211042226,0.004167784873697936,4,0.7763832537462778,4000,COMPLETE
70,0.07604479789733887,2026-05-19 00:39:39.465510,2026-05-19 00:39:39.660117,0 days 00:00:00.194607,16,4.32699394182673,0.5509122929312911,0.0013929447849940887,3,0.41036962019013656,3000,PRUNED
71,1.285453254240565e-05,2026-05-19 00:39:39.666470,2026-05-19 00:39:43.823048,0 days 00:00:04.156578,32,7.769068938651751,0.3818970946647355,0.009050432045382702,5,0.5123888577673947,3000,COMPLETE
72,0.0001036450412357226,2026-05-19 00:39:43.833029,2026-05-19 00:39:44.244456,0 days 00:00:00.411427,32,8.332867278516169,0.3928499214895647,0.008782622511084104,5,0.5132176775003346,3000,PRUNED
73,0.0024752281606197357,2026-05-19 00:39:44.251816,2026-05-19 00:39:44.497309,0 days 00:00:00.245493,32,99.03907648466542,0.0900380294884834,0.007208457495008902,6,0.45748098487519584,3000,PRUNED
74,1.1442708455433603e-05,2026-05-19 00:39:44.505081,2026-05-19 00:39:48.223359,0 days 00:00:03.718278,32,5.360100786476893,1.128678821190687,0.006082882864111241,3,0.4332010769926459,3000,COMPLETE
75,0.006993988063186407,2026-05-19 00:39:48.234365,2026-05-19 00:39:48.437951,0 days 00:00:00.203586,16,5.2745029684626195,1.0513612476846246,0.005605435702496541,3,0.4312937176138216,3000,PRUNED
76,0.004881219007074833,2026-05-19 00:39:48.444392,2026-05-19 00:39:48.661302,0 days 00:00:00.216910,32,2.3700508457367997,0.024003234346472124,0.0027496745783063097,3,0.3463622405257285,4000,PRUNED
77,0.0008544587180949748,2026-05-19 00:39:48.668184,2026-05-19 00:39:48.869871,0 days 00:00:00.201687,48,4.223719119271548,1.2792568597774645,0.006284577569818477,3,0.48269204473106436,5000,PRUNED
78,0.011826817877590656,2026-05-19 00:39:48.876817,2026-05-19 00:39:49.053179,0 days 00:00:00.176362,64,5.843208573967385,3.421592825487376,0.003266743034290841,3,0.322943479375856,2000,PRUNED
79,0.0010016270680353045,2026-05-19 00:39:49.059504,2026-05-19 00:39:49.206762,0 days 00:00:00.147258,16,3.261061451145559,0.756290735305071,0.007284766864179215,2,0.37053688114575317,5000,PRUNED
80,0.00012360313849058002,2026-05-19 00:39:49.212891,2026-05-19 00:39:49.572079,0 days 00:00:00.359188,80,11.011062708144452,0.5608161879554823,0.0050329621610831045,4,0.39784616740897016,1000,PRUNED
81,1.8466758774593472e-05,2026-05-19 00:39:49.578600,2026-05-19 00:39:53.822605,0 days 00:00:04.244005,32,7.561148703986047,0.2825361477902313,0.00986944896623608,5,0.572439197113401,3000,COMPLETE
82,7.678855581616517e-06,2026-05-19 00:39:53.831094,2026-05-19 00:39:57.951979,0 days 00:00:04.120885,32,4.717860527140207,0.45410973877778055,0.008457486602921737,4,0.4914824696997887,3000,COMPLETE
83,0.012562453746795654,2026-05-19 00:39:57.960710,2026-05-19 00:39:58.146815,0 days 00:00:00.186105,32,6.401499328376349,0.009482440834109943,0.007587505355709718,4,0.4347772823539062,2000,PRUNED
84,0.0006695726187899709,2026-05-19 00:39:58.154119,2026-05-19 00:39:58.342576,0 days 00:00:00.188457,48,4.853395993480733,0.44456964296375273,0.006233841781364383,4,0.4944941192106057,4000,PRUNED
85,0.00063450908055529,2026-05-19 00:39:58.349966,2026-05-19 00:39:58.517779,0 days 00:00:00.167813,32,3.7217277469813643,0.8541698043333648,0.008494440001761534,3,0.45195557556634824,2000,PRUNED
